TID,AR
TID_NOTIFICATION_PIG_READY,اللحم المقدد جاهز للجمع!
TID_NOTIFICATION_GOAT_READY,حليب الماعز جاهز للجمع!
TID_NOTIFICATION_ORDER_READY,لديك طلبية يمكنك تلبيتها!
TID_NOTIFICATION_DAILY_GIFT,أيها المزارع، هديتك اليومية المجانية في انتظارك!
TID_NATIVE_DIALOG_CONNECTION_LOST_TITLE,انقطع الاتصال
TID_NATIVE_DIALOG_CONNECTION_LOST_MESSAGE,لقد فقدت الاتصال مع الخادم. من فضلك افحص اتصالك بالإنترنت وحاول ثانية.
TID_NATIVE_DIALOG_CONNECTION_LOST_BUTTON,حاول ثانية
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_TITLE,انقطع الاتصال
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_MESSAGE,لقد فقدت الاتصال مع الخادم. من فضلك افحص اتصالك بالإنترنت وحاول ثانية.
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_BUTTON,حاول ثانية
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_TITLE,انقطع الاتصال
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_MESSAGE,خادم الدفع لا يستجيب. يرجى المحاولة ثانية في وقت لاحق.
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_BUTTON,حسنا
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_TITLE,يلزم التحديث
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_MESSAGE,هناك تحديث جديد! نزّل التحديث الآن للاستمتاع بآخر إصدار من اللعبة، واستعد لهدية خاصة - ماسات مجانية ستكون بانتظارك في المتجر!
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_BUTTON,تنزيل
TID_NATIVE_DIALOG_LOGIN_FAILED_TITLE,فشل في الاتصال
TID_NATIVE_DIALOG_LOGIN_FAILED_MESSAGE,لم ينجح الاتصال بالخادم. رمز الخطأ <CODE>
TID_NATIVE_DIALOG_LOGIN_FAILED_BUTTON,حاول ثانية
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_TITLE,فشل في الاتصال
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_MESSAGE,لا يمكن إنشاء الاتصال مع الخادم. افحص اتصالك بالإنترنت وحاول ثانية.
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_BUTTON,حاول ثانية
TID_FENCE_01,سور
TID_FENCE_01_DESCRIPTION,لتزيين مزرعتك
TID_FENCE_02,جدار حجري
TID_FENCE_02_DESCRIPTION,لتزيين مزرعتك
TID_FENCE_03,ممشى حجري
TID_FENCE_03_DESCRIPTION,لتزيين مزرعتك
TID_FLOWERPOT_1,نبات الداليا
TID_FLOWERPOT_1_DESCRIPTION,لجذب الفراشات
TID_FLOWERBED_1,أزهار الدايزي
TID_FLOWERBED_1_DESCRIPTION,لجذب الفراشات
TID_FLOWERBED_2,نبات الترمس
TID_FLOWERBED_2_DESCRIPTION,لجذب الفراشات
TID_BARREL_1,براميل صغيرة
TID_BARREL_1_DESCRIPTION,لتزيين مزرعتك
TID_BARREL_2,براميل
TID_BARREL_2_DESCRIPTION,لتزيين مزرعتك
TID_BIRDHOUSE_1,بيت الطيور
TID_BIRDHOUSE_1_DESCRIPTION,لجذب الطيور
TID_GAZEBO_1,مقصورة الحديقة
TID_GAZEBO_1_DESCRIPTION,لتزيين مزرعتك
TID_LANTERN,فانوس
TID_LANTERN_DESCRIPTION,لتزيين مزرعتك
TID_HAYCART,عربة القش
TID_HAYCART_DESCRIPTION,لتزيين مزرعتك
TID_HAYBALE_1,رزمة القش
TID_HAYBALE_1_DESCRIPTION,لتزيين مزرعتك
TID_WHEELBARROW,عربة يدوية
TID_WHEELBARROW_DESCRIPTION,لجذب الفراشات
TID_BIRDHOUSE_2,بيت الطيور الصغيرة
TID_BIRDHOUSE_2_DESCRIPTION,لجذب الطيور
TID_GAZEBO_2,سرادق
TID_GAZEBO_2_DESCRIPTION,لتزيين مزرعتك
TID_HAYBALE_2,قش طازج
TID_HAYBALE_2_DESCRIPTION,لتزيين مزرعتك
TID_PEOPLE_ORDER_GREETING1,مرحبا! أيمكنك أن توفر لي هذا الطلب؟
TID_PEOPLE_ORDER_GREETING2,مرحبا! هل هذا متوفر لديك؟
TID_PEOPLE_ORDER_GREETING3,مساء الخير! أرغب في الشراء.
TID_PEOPLE_ORDER_GREETING4,أيمكنك بيع هذا لي؟
TID_PEOPLE_ORDER_GREETING5,مرحبا! ألديك بعض الأشياء للبيع؟
TID_PEOPLE_ORDER_GREETING6,مرحبا! لنقم ببعض الأعمال معا.
TID_PEOPLE_ORDER_GREETING7,ما رأيك في بيع هذا لي؟
TID_PEOPLE_ORDER_GREETING8,الطقس جميل! هل العمل جار اليوم؟
TID_PEOPLE_ORDER_GREETING9,مرحبا! أرسلتني أمي لشراء بعض الأشياء.
TID_PEOPLE_ORDER_GREETING10,مرحبا! أنا أتسوق من أجل جدتي.
TID_PEOPLE_ORDER_REENGAGEMENT1,يا خبر. لقد عدت. علمت إنك اشتريت المزرعة.
TID_PEOPLE_ORDER_REENGAGEMENT2,استمع إليّ جيدًا...أرغب في شراء بعض الأشياء.
TID_PEOPLE_ORDER_REENGAGEMENT3,كنت أتساءل أين ذهبت. أتساءل... في هدوء...
TID_PEOPLE_ORDER_REENGAGEMENT4,أيمكنني الحصول عليها مجانًا؟ آخ...حسنًا.
TID_PEOPLE_ORDER_REENGAGEMENT5,مرحبًا مجددًا. هل تحمل الأشياء التي طلبتها؟
TID_PEOPLE_ORDER_REENGAGEMENT6,ألديك قمصان بمقاسي؟ إذا لم تكن لديك، فسآخذ الموجود.
TID_PEOPLE_ORDER_REENGAGEMENT7,تسعدني رؤيتك أيضًا!
TID_PEOPLE_ORDER_REENGAGEMENT8,أهلاً بك من جديد يا عزيزي! بماذا توصي اليوم؟
TID_PEOPLE_ORDER_REENGAGEMENT9,أتقصد كل هذه متفجّرات التي اشتريتها؟ لا تسألني عن سبب حاجتي إليها.
TID_PEOPLE_ORDER_REENGAGEMENT10,يا له من يوم رائع للعودة! ترسل جدتي تحياتها.
TID_PEOPLE_ORDER_YOU_HAVE,(لديك
TID_PEOPLE_ORDER_YOU_HAVE2,من)
TID_DIAMONDS_TO_START_ACTION,لبدء الإجراء
TID_NAME_FARM_TITLE,ما اسم مزرعتك؟
TID_DEFAULT_FARM_NAME,مزرعة <NAME>
TID_NAME_FARM_INPUT_FIELD_TEXT,انقر هنا للكتابة
TID_NAME_FARM_WAITING,جار قبول الاسم...
TID_NAME_FARM_FAILED,اسم غير صالح!
TID_GUEST_YES,أجل، إليك ما طلبت
TID_GUEST_NO,كلا، المعذرة
TID_GUEST_CANCEL,مهلا
TID_MYSTERY_BOX_TITLE,مغلق!
TID_MYSTERY_BOX_DESCRIPTION,صندوق الغموض الذي وجدته مغلق! يمكنك فتحه باستخدام الماسات.
TID_MYSTERY_BOX_OPEN,لفتح الصندوق
TID_SETTINGS_TITLE,الإعدادات
TID_SETTINGS_SOCIAL_MEDIA_CONNECTED,<SOCIAL_MEDIA> - متصل
TID_SETTINGS_SOCIAL_MEDIA_DISCONNECTED,<SOCIAL_MEDIA> - غير متصل
TID_SETTINGS_SOCIAL_MEDIA_CONNECTING,<SOCIAL_MEDIA> - جار الاتصال
TID_ABOUT_TITLE,معلومات
TID_SETTING_CHANGE_NAME,تغيير اسم المزرعة
TID_FRIEND_BAR_SOCIAL_BUTTON_CONNECT,اتصال
TID_ABOUT_TEXT,إصدار Hay Day (tm)<VERSION>\n\nحقوق الطبع والنشر لأعوام 2012-2025 محفوظة لشركة Supercell Oy. جميع الحقوق محفوظة.\n\nتخضع كل استخدامات هذا البرنامج لـ\nشروط الخدمة على https://supercell.com/en/terms-of-service/ar/ وسياسة الخصوصية على https://supercell.com/en/privacy-policy/ar/\n\nالمشاركون\n<CREDITS>\n\n
TID_FLOATER_PET_HABITAT_NEEDED,عليك أولا شراء منزل للحيوان!
TID_FLOATER_PET_HABITAT_NEEDED_MOBILE,عليك أولا شراء منزل للحيوان!
TID_FLOATER_PET_HABITAT_FULL,كل منازل الحيوانات ممتلئة!
TID_FLOATER_PET_HABITAT_FULL_MOBILE,كل منازل الحيوانات ممتلئة!
TID_FLOATER_HOUSE_COMING_SOON,فتح الإنجازات في المستوى <LEVEL>
TID_FLOATER_HOUSE_COMING_SOON_MOBILE,فتح الإنجازات في المستوى <LEVEL>
TID_FLOATER_PAINT_SHACK_COMING_SOON,قريبا كوخ الطلاء!
TID_FLOATER_DOCK_COMING_SOON,فتح لوحة الصدارة لأرصفة التحميل والقارب في المستوى <LEVEL>
TID_FLOATER_DOCK_COMING_SOON_MOBILE,فتح لوحة الصدارة لأرصفة التحميل والقارب في المستوى <LEVEL>
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON,سيتم فتح المتجر الجانبي في المستوى <LEVEL>
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON_MOBILE,سيتم فتح المتجر الجانبي في المستوى <LEVEL>
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON,يمكنك إخلاء الأرض في المستوى <LEVEL>
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON_MOBILE,يمكنك إخلاء الأرض في المستوى <LEVEL>
TID_FLOATER_MAILBOX_COMING_SOON,يتم تسليم الصحيفة في المستوى <LEVEL>
TID_FLOATER_MAILBOX_COMING_SOON_MOBILE,يتم تسليم الصحيفة في المستوى <LEVEL>
TID_FLOATER_HABITAT_FULL,هذا القن ممتلئ. اشتر واحدًا آخر من المتجر!
TID_FLOATER_HABITAT_FULL_MOBILE,هذا القن ممتلئ. اشتر واحدًا آخر من المتجر!
TID_FLOATER_PROCESSING_BUILDING_CLAIM_BUT_WAREHOUSE_FULL,الحظيرة ممتلئة!
TID_FLOATER_INVALID_OBJECT_POSITION,لا توجد مساحة كافية هنا!
TID_FLOATER_COORDINATE_NOT_IN_HABITAT,ضع الحيوانات في الحظائر!
TID_FLOATER_BOAT_COMING_SOON,سيكون القارب متاحا في المستوى <LEVEL>
TID_FLOATER_QUEUE_FULL,اجمع العناصر لإخلاء صفوف الإنتاج!
TID_FLOATER_PET_HUNGRY,أطعم حيواناتك في منزلها.
TID_FLOATER_EXPANSION_COMING_SOON,فتح التوسعات في المستوى <LEVEL>
TID_FLOATER_EXPANSION_COMING_SOON_MOBILE,فتح التوسعات في المستوى <LEVEL>
TID_FLOATER_EXPANSION_CONNECTION,يجب أن تكون الأرض متصلة بالمزرعة
TID_FLOATER_EXPANSION_CONNECTION_MOBILE,يجب أن تكون الأرض متصلة بالمزرعة
TID_FLOATER_FISHING_BOAT_COMING_SOON_TEASER,قريبا!
TID_FLOATER_FISHING_BOAT_COMING_SOON,فتح قارب الصيد في المستوى <LEVEL>
TID_FLOATER_FISHING_BOAT_COMING_SOON_MOBILE,فتح قارب الصيد في المستوى <LEVEL>
TID_SETTING_FEEDBACK,الإبلاغ عن مشكلة
TID_ADD_FRIENDS,انضموا إلي في Hay Day، تجربة زراعة جديدة تماما! حيث يمكنك تحسين مزرعتك بلمسات تحكم مبتكرة، ارع حيواناتك الجميلة وقم بالمتاجرة في البضائع مع لاعبين آخرين.
TID_RATE_APP_TITLE,يرجى تقييم Hay Day من فضلك
TID_RATE_APP_MESSAGE,من فضلك قيَمنا على App Store (متجر التطبيقات) حتى نواصل صناعة الألعاب الرائعة!
TID_RATE_APP_LATER,ليس الآن
TID_RATE_APP_LATER_ANDROID,ليس الآن
TID_RATE_APP_REVIEW,حسنا
TID_RATE_APP_NEVER,لا تسأل ثانية
TID_RATE_APP_NEVER_ANDROID,لا تسأل ثانية
TID_NEED_MORE_COWBELL_TITLE,لا يمكن ملء الطلب!
TID_NEED_MORE_COWBELL_TEXT,أنتج هذه العناصر أو اشترها من الأصدقاء:
TID_FEEDBACK_EMAIL_TITLE,آراء%20حول%20Hay%20Day
TID_FLOATER_ORDER_TABLE_COMING_SOON,لوحة الطلبات متاحة في المستوى <LEVEL>
TID_FLOATER_ORDER_TABLE_COMING_SOON_MOBILE,لوحة الطلبات متاحة في المستوى <LEVEL>
TID_WARNING_LAST_CROP_TITLE,تحذير!
TID_WARNING_LAST_CROP_TEXT,أنت على وشك استخدام آخر محصول لديك. هل تريد المتابعة؟
TID_NATIVE_DIALOG_BANNED_TITLE,فشل الاتصال
TID_NATIVE_DIALOG_BANNED_MESSAGE,لا يمكن إقامة اتصال مع الخادم. من فضلك حاول ثانية في وقت لاحق.
TID_NATIVE_DIALOG_BANNED_BUTTON,حسنا
TID_ACHIEVEMENT_PRETTY_FARMER,مزرعة الأحلام
TID_ACHIEVEMENT_PRETTY_FARMER_DESCRIPTION,استثمر <NUMBER> من النّقود في تزيين مزرعتك
TID_ACHIEVEMENT_COMMUNITY_PROVIDER,يا أهلا وسهلا!
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION,إكمال <NUMBER> من طلبات التوصيل بالشاحنة
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION_MOBILE,إكمال <NUMBER> من طلبات التوصيل بالشاحنة
TID_ACHIEVEMENT_LOCAL_SELLER,تشا-تشينغ!
TID_ACHIEVEMENT_LOCAL_SELLER_DESCRIPTION,اربح <NUMBER> من النّقود عبر المبيعات في متجرك الجانبي
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER,البائع المفضل
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION,بيع البضائع للزبائن الزائرين <NUMBER> من المرّات
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION_MOBILE,بيع البضائع للزبائن الزائرين <NUMBER> من المرّات
TID_ACHIEVEMENT_TURBO_HARVEST,حاصد مفرط
TID_ACHIEVEMENT_TURBO_HARVEST_DESCRIPTION,حصاد <NUMBER> من الحقول خلال <MINUTES> من الدقائق
TID_ACHIEVEMENT_TURBO_CAR_ORDERS,خبير توصيل سريع
TID_ACHIEVEMENT_TURBO_CAR_ORDERS_DESCRIPTION,توصيل <NUMBER> من طلبات التوصيل بالشاحنة خلال <MINUTES> من الدقائق
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS,راع مفرط
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION,جمع <NUMBER> من منتجات الحيوانات خلال <MINUTES> من الدقائق
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION_MOBILE,جمع <NUMBER> من منتجات الحيوانات خلال <MINUTES> من الدقائق
TID_ACHIEVEMENT_BONANZA,مالك مزرعة ثري
TID_ACHIEVEMENT_BONANZA_DESCRIPTION,بناء <NUMBER> من مباني الإنتاج
TID_ACHIEVEMENT_CITIZEN_KANE,المواطن كين
TID_ACHIEVEMENT_CITIZEN_KANE_DESCRIPTION,وضع إعلان في الصحيفة <NUMBER> من المرات
TID_ACHIEVEMENT_EGGHEAD,خبير جمع البيض
TID_ACHIEVEMENT_EGGHEAD_DESCRIPTION,جمع <NUMBER> من البيض
TID_ACHIEVEMENT_GOT_MILK,خبير جمع الحليب
TID_ACHIEVEMENT_GOT_MILK_DESCRIPTION,جمع <NUMBER> من أوعية الحليب
TID_ACHIEVEMENT_BACONATOR,خبير اللحم المقدد
TID_ACHIEVEMENT_BACONATOR_DESCRIPTION,جمع <NUMBER> من شرائح اللحم المقدد
TID_ACHIEVEMENT_SHEEP_SHEARER,جزاز الخراف
TID_ACHIEVEMENT_SHEEP_SHEARER_DESCRIPTION,جمع <NUMBER> من الصوف
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION,إنجاز محطة تغليف الهدايا
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION_DESCRIPTION,بلوغ مستوى الإتقان <NUMBER> في محطة التغليف
TID_ACHIEVEMENTS_TITLE,إنجازات
TID_ACHIEVEMENT_LEVEL_1,الثاني
TID_ACHIEVEMENT_LEVEL_2,الثالث
TID_ACHIEVEMENT_CLAIM_REWARD_BUTTON,استلام الجائزة
TID_ACHIEVEMENTS_COMPLETED,اكتمل: <COUNT>/<MAX>
TID_ACHIEVEMENTS_SCORE,نتيجة المزرعة: <SCORE>
TID_ACHIEVEMENT_POINTS_TEXT,المستوى <POINTS>
TID_NEED_MORE_FRIENDS,يتطلب الفتح <NUMBER> من أصدقاء Supercell ID جدد!
TID_CONFIRM_RESTART_FARM_TITLE,هل تريد إعادة تشغيل اللعبة؟
TID_CONFIRM_RESTART_FARM_TEXT,تحذير: إن اخترت إعادة التشغيل، فستفقد أي تقدم حالي أحرزته والعملات والماسات والمشتريات داخل التطبيق!\nتحتوي حزمة إعادة التشغيل على 25 ماسة لتشغيل مزرعتك الجديدة.
TID_CONFIRM_RESTART_FARM_YES,إعادة التشغيل
TID_CONFIRM_RESTART_FARM_NO,إلغاء
TID_CONFIRM_RESTART_FARM_PENDING_YES,في انتظار الخادم
TID_RESTART_FARM,إعادة تشغيل اللعبة
TID_NEXT_FREE_ADVERTISEMENT_IN_TIME,إعلان مجاني خلال:
TID_ROADSIDE_SHOP_CREATE_AD,إنشاء إعلان
TID_ROADSIDE_SHOP_EDIT_SALE,تعديل البيع
TID_CONFIRM_OBJECT_TRASH_TITLE,حذف العنصر؟
TID_CONFIRM_OBJECT_TRASH_TEXT,هل تريد بالتأكيد حذف هذا العنصر؟ لن تستعيده ثانية.
TID_CONFIRM_OBJECT_TRASH_YES,احذفه
TID_CONFIRM_OBJECT_TRASH_NO,إلغاء
TID_NEW_ACHIEVEMENT_GAINED,تم فتح الإنجاز!
TID_RESTART_PACKAGE_BILLING_NAME,حزمة إعادة التشغيل
TID_BOAT_WAITING_AT_DOCK,سيغادر القارب خلال:
TID_BOAT_BONUS_REWARD,إكمال الشحنة:
TID_BOAT_ORDER_TITLE,تحميل البضائع
TID_BOAT_ARRIVING_IN,سيصل القارب خلال:
TID_BOAT_NEXT_ORDER,الطلب التالي:
TID_FLOATER_MINE_COMING_SOON,استكشاف المعادن الثمينة والماسات في المستوى <LEVEL>!
TID_FLOATER_MINE_COMING_SOON_MOBILE,استكشاف المعادن الثمينة والماسات في المستوى <LEVEL>!
TID_SILVER_ORE,فضة خام
TID_GOLD_ORE,ذهب خام
TID_PLATINUM_ORE,بلاتين خام
TID_SILVER_ORE_DESCRIPTION,تُجمع من المنجم
TID_GOLD_ORE_DESCRIPTION,يُجمع من المنجم
TID_PLATINUM_ORE_DESCRIPTION,يُجمع من المنجم
TID_SILVER_BAR,سبيكة فضة
TID_GOLD_BAR,سبيكة ذهب
TID_PLATINUM_BAR,سبيكة بلاتين
TID_SMELTER_PRODUCT_DESCRIPTION,تُنتج في المصهر
TID_SMELTER,المصهر
TID_SMELTER_DESCRIPTION,لمعالجة الخام إلى معدن
TID_SMELTER_DESCRIPTION_MOBILE,لمعالجة الخام إلى معدن
TID_SPEED_UP_BOAT,الحصول على قارب الآن
TID_SEND_SHIP_POPUP_TITLE,إطلاق القارب؟
TID_SEND_SHIP_POPUP_DESCRIPTION,لم تكمل الشحنة!\n\nسيعود القارب بعد بضع ساعات.
TID_SEND_SHIP_POPUP_YES,أجل، إطلاق القارب.
TID_SEND_SHIP_POPUP_NO,كلا، استمر في التحميل.
TID_HINT_FACEBOOK_LIKE,لمعرفة كل الأمور المتعلقة بنا على Facebook! اذهب إلى: facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_MOBILE,لمعرفة كل الأمور المتعلقة بنا على Facebook! اذهب إلى: facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_FARMS,عند زيارة مزرعة جميلة، انقر على الوجه المبتسم للإعجاب بها!
TID_HINT_FACEBOOK_LIKE_FARMS_MOBILE,عند زيارة مزرعة جميلة، انقر على الوجه المبتسم للإعجاب بها!
TID_HINT_STATS,انقر على نجمة المستوى لمتابعة إحصائيات مزرعتك.
TID_HINT_STATS_MOBILE,انقر على نجمة المستوى لمتابعة إحصائيات مزرعتك.
TID_HINT_ROTATE,يمكنك تحريك وتدوير العناصر بالنقر عليها مع الاستمرار.
TID_HINT_ROTATE_MOBILE,يمكنك تحريك وتدوير العناصر بالنقر عليها مع الاستمرار.
TID_HINT_FAN_SWITCH,عند نثر البذور، يمكنك العثور على أنواع المحاصيل بنقر زر \qالتبديل\q.
