TID,NL
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_MESSAGE,We hebben een nieuwe update voor je! Update nu de app om de nieuwste versie van het spel te ervaren en haal binnenkort je gratis diamanten op in de winkel als speciaal cadeautje!
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_BUTTON,Downloaden
TID_NATIVE_DIALOG_LOGIN_FAILED_TITLE,Verbinding mislukt
TID_NATIVE_DIALOG_LOGIN_FAILED_MESSAGE,Verbinding met de server is mislukt. Foutcode <CODE>
TID_NATIVE_DIALOG_LOGIN_FAILED_BUTTON,Probeer het opnieuw
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_TITLE,Verbinding mislukt
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_MESSAGE,Verbinding maken met de server is mislukt. Controleer je internetverbinding en probeer het opnieuw.
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_BUTTON,Probeer het opnieuw
TID_FENCE_01,Hek
TID_FENCE_01_DESCRIPTION,Verfraai je boerderij
TID_FENCE_02,Stenen muur
TID_FENCE_02_DESCRIPTION,Verfraai je boerderij
TID_FENCE_03,Stenen pad
TID_FENCE_03_DESCRIPTION,Verfraai je boerderij
TID_FLOWERPOT_1,Dahlia's
TID_FLOWERPOT_1_DESCRIPTION,Trekt vlinders aan
TID_FLOWERBED_1,Madeliefjes
TID_FLOWERBED_1_DESCRIPTION,Trekt vlinders aan
TID_FLOWERBED_2,Wolfsbonen
TID_FLOWERBED_2_DESCRIPTION,Trekt vlinders aan
TID_BARREL_1,Vaten
TID_BARREL_1_DESCRIPTION,Verfraai je boerderij
TID_BARREL_2,Tonnen
TID_BARREL_2_DESCRIPTION,Verfraai je boerderij
TID_BIRDHOUSE_1,Vogelhuisje
TID_BIRDHOUSE_1_DESCRIPTION,Trekt vogels aan
TID_GAZEBO_1,Paviljoen
TID_GAZEBO_1_DESCRIPTION,Verfraai je boerderij
TID_LANTERN,Lantaarn
TID_LANTERN_DESCRIPTION,Verfraai je boerderij
TID_HAYCART,Hooiwagen
TID_HAYCART_DESCRIPTION,Verfraai je boerderij
TID_HAYBALE_1,Hooibaal
TID_HAYBALE_1_DESCRIPTION,Verfraai je boerderij
TID_WHEELBARROW,Kruiwagen
TID_WHEELBARROW_DESCRIPTION,Trekt vlinders aan
TID_BIRDHOUSE_2,Tjilphuis
TID_BIRDHOUSE_2_DESCRIPTION,Trekt vogels aan
TID_GAZEBO_2,Prieel
TID_GAZEBO_2_DESCRIPTION,Verfraai je boerderij
TID_HAYBALE_2,Vers hooi
TID_HAYBALE_2_DESCRIPTION,Verfraai je boerderij
TID_PEOPLE_ORDER_GREETING1,Hallo! Heb je dit in huis?
TID_PEOPLE_ORDER_GREETING2,Hallo! Heb je dit op voorraad?
TID_PEOPLE_ORDER_GREETING3,Goedemiddag! Ik wil iets kopen.
TID_PEOPLE_ORDER_GREETING4,Kun je me dit verkopen?
TID_PEOPLE_ORDER_GREETING5,Hoi! Heb je nog iets te koop?
TID_PEOPLE_ORDER_GREETING6,Zin om zaken te doen?
TID_PEOPLE_ORDER_GREETING7,Wil je dit aan mij verkopen?
TID_PEOPLE_ORDER_GREETING8,Lekker weertje vandaag! Zin om zaken te doen?
TID_PEOPLE_ORDER_GREETING9,Hoi! M'n moeder heeft me gestuurd om wat spullen te kopen.
TID_PEOPLE_ORDER_GREETING10,Hoi! Ik doe boodschappen voor oma.
TID_PEOPLE_ORDER_REENGAGEMENT1,"Oef, je bent terug. Ik dacht dat je de boerderij had gekocht."
TID_PEOPLE_ORDER_REENGAGEMENT2,Luister goed... Dit is wat ik nodig heb.
TID_PEOPLE_ORDER_REENGAGEMENT3,Ik vroeg me stilletjes al af waar je heen was gegaan...
TID_PEOPLE_ORDER_REENGAGEMENT4,"Kan ik ze gewoon gratis krijgen? Pfff, vooruit dan."
TID_PEOPLE_ORDER_REENGAGEMENT5,"O, je bent terug! Heb je dit voor me?"
TID_PEOPLE_ORDER_REENGAGEMENT6,"Heb je een flanellen hemd in mijn maat? Zo niet, dan neem ik wat je wel hebt."
TID_PEOPLE_ORDER_REENGAGEMENT7,Wie hebben we daar? Wat goed om je te zien!
TID_PEOPLE_ORDER_REENGAGEMENT8,Welkom terug! Wat zou je vandaag aanbevelen?
TID_PEOPLE_ORDER_REENGAGEMENT9,Al die explosieven die ik heb gekocht? Vraag niet waarom ik ze nodig heb.
TID_PEOPLE_ORDER_REENGAGEMENT10,Wat een mooie dag om terug te zijn! Mijn oma doet de groeten.
TID_PEOPLE_ORDER_YOU_HAVE,(Je hebt:
TID_PEOPLE_ORDER_YOU_HAVE2,)
TID_DIAMONDS_TO_START_ACTION,om de actie uit te voeren
TID_NAME_FARM_TITLE,Hoe heet je boerderij?
TID_DEFAULT_FARM_NAME,Boerderij van <NAME>
TID_NAME_FARM_INPUT_FIELD_TEXT,TIK HIER OM TE SCHRIJVEN
TID_NAME_FARM_WAITING,Naam wordt gecontroleerd...
TID_NAME_FARM_FAILED,ONGELDIGE NAAM
TID_GUEST_YES,"Ja hoor, geen probleem"
TID_GUEST_NO,"Nee, het spijt me"
TID_GUEST_CANCEL,Wacht even
TID_MYSTERY_BOX_TITLE,Vergrendeld!
TID_MYSTERY_BOX_DESCRIPTION,De verrassingskist zit op slot! Gebruik diamanten om de kist te openen.
TID_MYSTERY_BOX_OPEN,om de kist te openen
TID_SETTINGS_TITLE,Instellingen
TID_SETTINGS_SOCIAL_MEDIA_CONNECTED,<SOCIAL_MEDIA> - Verbonden
TID_SETTINGS_SOCIAL_MEDIA_DISCONNECTED,<SOCIAL_MEDIA> - Geen verbinding
TID_SETTINGS_SOCIAL_MEDIA_CONNECTING,<SOCIAL_MEDIA> - Bezig met verbinden
TID_ABOUT_TITLE,Info
TID_SETTING_CHANGE_NAME,Wijzig boerderijnaam
TID_FRIEND_BAR_SOCIAL_BUTTON_CONNECT,Verbinden
TID_ABOUT_TEXT,Hay Day (tm) V. <VERSION>\n\nCopyright 2012-2025 Supercell Oy. Alle rechten voorbehouden.\n\nVoor het gebruik van deze software gelden de\nAlgemene voorwaarden zoals vermeld op https://supercell.com/en/terms-of-service/nl/ en het Privacybeleid zoals vermeld op https://supercell.com/en/privacy-policy/nl/\n\nCREDITS\n<CREDITS>\n\n
TID_FLOATER_PET_HABITAT_NEEDED,Koop eerst een hok voor het huisdier!
TID_FLOATER_PET_HABITAT_NEEDED_MOBILE,Koop eerst een hok voor het huisdier!
TID_FLOATER_PET_HABITAT_FULL,Alle hokken zijn vol!
TID_FLOATER_PET_HABITAT_FULL_MOBILE,Alle hokken zijn vol!
TID_FLOATER_HOUSE_COMING_SOON,Prestaties zijn beschikbaar vanaf level <LEVEL>
TID_FLOATER_HOUSE_COMING_SOON_MOBILE,Prestaties zijn beschikbaar vanaf level <LEVEL>
TID_FLOATER_PAINT_SHACK_COMING_SOON,Binnenkort: schildershut!
TID_FLOATER_DOCK_COMING_SOON,Steiger en bootklassement zijn beschikbaar vanaf level <LEVEL>
TID_FLOATER_DOCK_COMING_SOON_MOBILE,Steiger en bootklassement zijn beschikbaar vanaf level <LEVEL>
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON,De boerderijkraam is beschikbaar vanaf level <LEVEL>
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON_MOBILE,De boerderijkraam is beschikbaar vanaf level <LEVEL>
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON,Je kunt land vrijmaken vanaf level <LEVEL>
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON_MOBILE,Je kunt land vrijmaken vanaf level <LEVEL>
TID_FLOATER_MAILBOX_COMING_SOON,De krant wordt bezorgd vanaf level <LEVEL>
TID_FLOATER_MAILBOX_COMING_SOON_MOBILE,De krant wordt bezorgd vanaf level <LEVEL>
TID_FLOATER_HABITAT_FULL,Deze wei is vol. Koop een andere in de winkel!
TID_FLOATER_HABITAT_FULL_MOBILE,Deze wei is vol. Koop een andere in de winkel!
TID_FLOATER_PROCESSING_BUILDING_CLAIM_BUT_WAREHOUSE_FULL,De schuur is vol!
TID_FLOATER_INVALID_OBJECT_POSITION,Niet genoeg ruimte!
TID_FLOATER_COORDINATE_NOT_IN_HABITAT,Plaats dieren in weides!
TID_FLOATER_BOAT_COMING_SOON,Boot komt vanaf level <LEVEL>
TID_FLOATER_QUEUE_FULL,Verzamel items om meer te kunnen produceren!
TID_FLOATER_PET_HUNGRY,Voer je huisdieren in hun hok.
TID_FLOATER_EXPANSION_COMING_SOON,Uitbreidingen zijn beschikbaar vanaf level <LEVEL>
TID_FLOATER_EXPANSION_COMING_SOON_MOBILE,Uitbreidingen zijn beschikbaar vanaf level <LEVEL>
TID_FLOATER_EXPANSION_CONNECTION,De grond moet aan de boerderij grenzen
TID_FLOATER_EXPANSION_CONNECTION_MOBILE,De grond moet aan de boerderij grenzen
TID_FLOATER_FISHING_BOAT_COMING_SOON_TEASER,Binnenkort!
TID_FLOATER_FISHING_BOAT_COMING_SOON,De vissersboot is beschikbaar vanaf level <LEVEL>
TID_FLOATER_FISHING_BOAT_COMING_SOON_MOBILE,De vissersboot is beschikbaar vanaf level <LEVEL>
TID_SETTING_FEEDBACK,Een probleem melden
TID_ADD_FRIENDS,"Speel Hay Day, een compleet nieuwe boerderijbeleving! Bewerk het land met de innovatieve aanraakbesturing, verzorg je schattige dieren en verhandel goederen met andere spelers."
TID_RATE_APP_TITLE,Waardeer Hay Day
TID_RATE_APP_MESSAGE,"Beoordeel ons in de App Store, zodat we geweldige games kunnen blijven maken!"
TID_RATE_APP_LATER,Nu even niet
TID_RATE_APP_LATER_ANDROID,Nu even niet
TID_RATE_APP_REVIEW,Oké
TID_RATE_APP_NEVER,Niet meer vragen
TID_RATE_APP_NEVER_ANDROID,Niet meer vragen
TID_NEED_MORE_COWBELL_TITLE,Kan de bestelling niet uitvoeren!
TID_NEED_MORE_COWBELL_TEXT,Produceer deze items of koop ze van vrienden:
TID_FEEDBACK_EMAIL_TITLE,Feedback%20for%20Hay%20Day
TID_FLOATER_ORDER_TABLE_COMING_SOON,Het bestelbord is beschikbaar vanaf level <LEVEL>
TID_FLOATER_ORDER_TABLE_COMING_SOON_MOBILE,Het bestelbord is beschikbaar vanaf level <LEVEL>
TID_WARNING_LAST_CROP_TITLE,Let op!
TID_WARNING_LAST_CROP_TEXT,Je staat op het punt je laatste gewas te gebruiken. Doorgaan?
TID_NATIVE_DIALOG_BANNED_TITLE,Verbinding mislukt
TID_NATIVE_DIALOG_BANNED_MESSAGE,Geen verbinding mogelijk met de server. Probeer het later opnieuw.
TID_NATIVE_DIALOG_BANNED_BUTTON,Oké
TID_ACHIEVEMENT_PRETTY_FARMER,Droomboerderij
TID_ACHIEVEMENT_PRETTY_FARMER_DESCRIPTION,Investeer <NUMBER> munten in het verfraaien van je boerderij
TID_ACHIEVEMENT_COMMUNITY_PROVIDER,Toet toet!
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION,Voltooi <NUMBER> levering(en) met de truck
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION_MOBILE,Voltooi <NUMBER> levering(en) met de truck
TID_ACHIEVEMENT_LOCAL_SELLER,Kassa!
TID_ACHIEVEMENT_LOCAL_SELLER_DESCRIPTION,Verdien <NUMBER> munten met de verkoop in je boerderijkraam
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER,Samaritaan
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION,Verkoop <NUMBER> keer goederen aan bezoekers
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION_MOBILE,Verkoop <NUMBER> keer goederen aan bezoekers
TID_ACHIEVEMENT_TURBO_HARVEST,Hyperoogster
TID_ACHIEVEMENT_TURBO_HARVEST_DESCRIPTION,Oogst <NUMBER> velden in <MINUTES> minuten
TID_ACHIEVEMENT_TURBO_CAR_ORDERS,Turbotrucker
TID_ACHIEVEMENT_TURBO_CAR_ORDERS_DESCRIPTION,Lever <NUMBER> bestellingen in <MINUTES> minuten
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS,Hyperherder
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION,Verzamel <NUMBER> dierenproducten in <MINUTES> minuten
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION_MOBILE,Verzamel <NUMBER> dierenproducten in <MINUTES> minuten
TID_ACHIEVEMENT_BONANZA,Productietycoon
TID_ACHIEVEMENT_BONANZA_DESCRIPTION,Bouw <NUMBER> productiegebouwen
TID_ACHIEVEMENT_CITIZEN_KANE,Grootadverteerder
TID_ACHIEVEMENT_CITIZEN_KANE_DESCRIPTION,Plaats <NUMBER> keer een advertentie in de krant
TID_ACHIEVEMENT_EGGHEAD,Eierkop
TID_ACHIEVEMENT_EGGHEAD_DESCRIPTION,Verzamel <NUMBER> eieren
TID_ACHIEVEMENT_GOT_MILK,Heb je melk?
TID_ACHIEVEMENT_GOT_MILK_DESCRIPTION,Verzamel <NUMBER> bussen melk
TID_ACHIEVEMENT_BACONATOR,Spekkoper
TID_ACHIEVEMENT_BACONATOR_DESCRIPTION,Verzamel <NUMBER> stukken spek
TID_ACHIEVEMENT_SHEEP_SHEARER,Schaapscheerder
TID_ACHIEVEMENT_SHEEP_SHEARER_DESCRIPTION,Verzamel <NUMBER> wol
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION,Prestatie voor de inpaktafel
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION_DESCRIPTION,Bereik meesterschap <NUMBER> met de inpaktafel.
TID_ACHIEVEMENTS_TITLE,Prestaties
TID_ACHIEVEMENT_LEVEL_1,II
TID_ACHIEVEMENT_LEVEL_2,III
TID_ACHIEVEMENT_CLAIM_REWARD_BUTTON,Beloning ophalen
TID_ACHIEVEMENTS_COMPLETED,Voltooid: <COUNT>/<MAX>
TID_ACHIEVEMENTS_SCORE,Boerderijscore: <SCORE>
TID_ACHIEVEMENT_POINTS_TEXT,Level <POINTS>
TID_NEED_MORE_FRIENDS,<NUMBER> nieuwe Supercell ID-vrienden nodig om dit te ontgrendelen.
TID_CONFIRM_RESTART_FARM_TITLE,Wil je het spel opnieuw opstarten?
TID_CONFIRM_RESTART_FARM_TEXT,"LET OP: als je het spel opnieuw opstart, verlies je alle huidige voortgang, munten, diamanten en aankopen vanuit apps!\nHet herstartpakket bevat 25 diamanten om je nieuwe boerderij op weg te helpen."
TID_CONFIRM_RESTART_FARM_YES,Herstarten
TID_CONFIRM_RESTART_FARM_NO,Annuleren
TID_CONFIRM_RESTART_FARM_PENDING_YES,Wachten op server...
TID_RESTART_FARM,Spel herstarten
TID_NEXT_FREE_ADVERTISEMENT_IN_TIME,Gratis advertentie over:
TID_ROADSIDE_SHOP_CREATE_AD,Advertentie maken
TID_ROADSIDE_SHOP_EDIT_SALE,Bewerken
TID_CONFIRM_OBJECT_TRASH_TITLE,Item verwijderen?
TID_CONFIRM_OBJECT_TRASH_TEXT,Weet je zeker dat je het item wilt verwijderen? Je krijgt het niet meer terug.
TID_CONFIRM_OBJECT_TRASH_YES,Verwijderen
TID_CONFIRM_OBJECT_TRASH_NO,Annuleren
TID_NEW_ACHIEVEMENT_GAINED,Prestatie ontgrendeld!
TID_RESTART_PACKAGE_BILLING_NAME,Herstartpakket
TID_BOAT_WAITING_AT_DOCK,De boot vertrekt over:
TID_BOAT_BONUS_REWARD,Voltooide bestelling:
TID_BOAT_ORDER_TITLE,Vracht laden
TID_BOAT_ARRIVING_IN,Boot komt aan over:
TID_BOAT_NEXT_ORDER,Volgende bestelling:
TID_FLOATER_MINE_COMING_SOON,Ontgin waardevolle metalen en diamanten op level <LEVEL>!
TID_FLOATER_MINE_COMING_SOON_MOBILE,Ontgin waardevolle metalen en diamanten op level <LEVEL>!
TID_SILVER_ORE,Zilvererts
TID_GOLD_ORE,Gouderts
TID_PLATINUM_ORE,Platina-erts
TID_SILVER_ORE_DESCRIPTION,Verzamel je in de mijn
TID_GOLD_ORE_DESCRIPTION,Verzamel je in de mijn
TID_PLATINUM_ORE_DESCRIPTION,Verzamel je in de mijn
TID_SILVER_BAR,Zilverstaaf
TID_GOLD_BAR,Goudstaaf
TID_PLATINUM_BAR,Platinastaaf
TID_SMELTER_PRODUCT_DESCRIPTION,Wordt in de smeltoven gemaakt
TID_SMELTER,Smeltoven
TID_SMELTER_DESCRIPTION,Bewerkt erts tot metaal
TID_SMELTER_DESCRIPTION_MOBILE,Bewerkt erts tot metaal
TID_SPEED_UP_BOAT,Boot versnellen
TID_SEND_SHIP_POPUP_TITLE,Wegsturen?
TID_SEND_SHIP_POPUP_DESCRIPTION,Je hebt de bestelling nog niet voltooid!\n\nDe boot komt over een paar uur terug.
TID_SEND_SHIP_POPUP_YES,"Ja, versturen."
TID_SEND_SHIP_POPUP_NO,"Nee, blijven laden."
TID_HINT_FACEBOOK_LIKE,Bezoek ons op Facebook voor nog meer boerderijplezier! Ga naar: facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_MOBILE,Bezoek ons op Facebook voor nog meer boerderijplezier! Ga naar: facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_FARMS,Tik op de smiley als je een mooie boerderij bezoekt om deze leuk te vinden!
TID_HINT_FACEBOOK_LIKE_FARMS_MOBILE,Tik op de smiley als je een mooie boerderij bezoekt om deze leuk te vinden!
TID_HINT_STATS,Tik op je levelster om de statistieken van je boerderij te zien.
TID_HINT_STATS_MOBILE,Tik op je levelster om de statistieken van je boerderij te zien.
TID_HINT_ROTATE,Je kunt voorwerpen verplaatsen en draaien door erop te tikken en ze vast te houden.
TID_HINT_ROTATE_MOBILE,Je kunt voorwerpen verplaatsen en draaien door erop te tikken en ze vast te houden.
TID_HINT_FAN_SWITCH,"Als je zaait, kun je nog meer soorten gewassen vinden door op de schakelknop te tikken."
TID_HINT_FAN_SWITCH_MOBILE,"Als je zaait, kun je nog meer soorten gewassen vinden door op de schakelknop te tikken."
TID_HINT_TREES,Je kunt zagen en bijlen gebruiken om fruitbomen en struiken om te hakken.
TID_HINT_TREES_MOBILE,Je kunt zagen en bijlen gebruiken om fruitbomen en struiken om te hakken.
TID_HINT_MINE,"In de mijn kun je dynamiet, TNT-tonnen en scheppen gebruiken."
TID_HINT_GAMECENTER_FRIENDS,Je kunt ook vrienden toevoegen via de Game Center-app of Supercell ID!
TID_HINT_GAMECENTER_FRIENDS_ANDROID,Je kunt vrienden in Hay Day toevoegen wanneer je een vriend via Supercell ID hebt toegevoegd.
TID_HINT_ROADSIDESHOP,Meld je aan op Game Center om de boerderijkraam of de krant te gebruiken!
TID_HINT_ROADSIDESHOP_MOBILE,VRAAG_17
TID_HINT_ROADSIDESHOP_ANDROID,Meld je aan met je Supercell ID om de boerderijkraam of de krant te gebruiken!
TID_HINT_ROADSIDESHOP_MOBILE_ANDROID,Meld je aan met je Supercell ID om de boerderijkraam of de krant te gebruiken!
TID_HINT_GENERAL_HELP,"Oogst gewassen, produceer goederen, sla ze op en verkoop ze!"
TID_HINT_GENERAL_HELP_MOBILE,"Oogst gewassen, produceer goederen, sla ze op en verkoop ze!"
TID_BOAT_ARRIVING_SOON,Er komt een boot aan!
TID_NOTIFICATION_ROADSIDE_SHOP_CLEAR,Er zijn items van je boerderijkraam verkocht!
TID_REPAIR_DOCKS_TITLE,Steiger repareren?
TID_REPAIR_DOCKS_TEXT,Repareer de steiger om boten binnen te halen en ladingen te verzenden.
TID_REPAIR_DOCKS_TEXT_MOBILE,Repareer de steiger om boten binnen te halen en ladingen te verzenden.
TID_REPAIR_DOCKS_YES,Start reparatie
TID_REPAIR_MINE_TITLE,Mijn repareren?
TID_REPAIR_MINE_TEXT,"In de mijn vind je spullen met behulp van dynamiet, een TNT-ton of een schep. Je kunt er waardevolle ertsen of zelfs diamanten vinden!"
TID_REPAIR_MINE_YES,Start reparatie
TID_FRUIT_TREE_FB_HELP_TITLE,Mijn boomgaard kan wel wat hulp gebruiken!
TID_APPLE_TREE_FB_HELP_TEXT,Mijn appelboom verdort. Kun jij deze wat water geven?
TID_CHERRY_TREE_FB_HELP_TEXT,Mijn kersenboom verdort. Kun jij deze wat water geven?
TID_CACAO_TREE_FB_HELP_TEXT,Mijn cacaoboom verwelkt. Geef deze alsjeblieft water!
TID_RASPBERRY_BUSH_FB_HELP_TEXT,Mijn frambozenstruik heeft dringend water nodig. Kun jij me helpen?
TID_BLUEBERRY_BUSH_FB_HELP_TEXT,Ik ben vergeten mijn bramenstruik water te geven. Kun jij me helpen?
TID_FRIEND_BAR_FRIENDS_TAB,Vrienden
TID_FRIEND_BAR_FOLLOWERS_TAB,Volgers
TID_MINE,Mijn
TID_DOCKS,Steiger
TID_GENERIC_FB_DESCRIPTION,Hay Day is een compleet nieuwe boerderijbeleving met een soepele besturing die speciaal voor aanraakapparaten is ontwikkeld.
TID_SOCIAL_LOGIN_FRUIT_TREES_TITLE,Hulp met oogsten
TID_SOCIAL_LOGIN_FRUIT_TREES_TEXT,Met behulp van je Supercell ID-vrienden kun je nog meer oogsten!
TID_FRIEND_BAR_FOLLOWERS,Aantal volgers
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_TITLE,Aanstaand onderhoud
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_MESSAGE,"Hoi boeren, we gaan binnenkort wat onderhoud uitvoeren! De servers zullen over <MINUTES> minuten opnieuw worden opgestart en een paar minuten later weer online zijn."
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_BUTTON,Knor!
TID_NATIVE_DIALOG_MAINTENANCE_TITLE,Server is offline
TID_NATIVE_DIALOG_MAINTENANCE_MESSAGE,"We voeren onderhoud uit voor Hay Day. Onze excuses voor de overlast, probeer het later opnieuw!"
TID_NATIVE_DIALOG_MAINTENANCE_BUTTON,Opnieuw aanmelden
TID_STAND_ALREADY_BOUGHT,"Sorry, iemand heeft dit al gekocht!"
TID_START_FOLLOWING,Boerderij wordt gevolgd en is toegevoegd aan de vriendenbalk.
TID_STOP_FOLLOWING,Boerderij wordt niet meer gevolgd.
TID_MAX_FOLLOWERS,Je kunt de boerderij niet volgen! Alle vakken zijn al in gebruik.
TID_FOLLOWER_BAR_INFO,Hier zie je de mensen die jou volgen!
TID_FB_LOGIN_REWARD_BUTTON_TEXT,Krijg <NUMBER> diamanten!
TID_FB_LOGIN_LATER_BUTTON_TEXT,Niet nu
TID_FB_LOGIN_NEVER_BUTTON_TEXT,Niet meer weergeven
TID_BOY_FIRST_POPUP_TEXT,Hoi! Ik ben Tom en ik kan boodschappen voor je doen. Ik zie je bij de boerderijkraam!
TID_BOY_FIRST_POPUP_BUTTON,"Goed, laten we het eens proberen"
TID_BOY_SEARCH_TEXT,Wat moet ik zoeken?
TID_BOY_SEARCH_TIMER,Tot je dienst: <TIME>
TID_BOY_SEARCH_TIMER_JUST_TITLE,Tot je dienst:
TID_BOY_SEARCH_BUTTON,Zoeken
TID_BOY_FOUND_TEXT,Dit heb ik gevonden. Welke wil je?
TID_BOY_FOUND_CANCEL_BUTTON,Geen
TID_BOY_RESTING_TEXT,Zzz... Ik moet echt even een dutje doen... zzZZZzz...
TID_BOY_RESTING_TIMER,Weer beschikbaar over: <TIME>
TID_BOY_HIRE_TEXT,Wil je me nog een keer inhuren?
TID_BOY_HIRE_REENGAGEMENT_TEXT,"Hallo, <name>. Fijn dat je terug bent! Je kunt me de komende dagen inhuren als je hulp nodig hebt. Voor jou is het gratis!"
TID_BOY_HIRE_TIME,<DAYS> dagen
TID_BOY_HIRE_TIME_1DAY,1 dag
TID_BOY_HIRE_CANCEL_BUTTON,"Nee, dank je"
TID_BOY_HIRE_CANCELED_TEXT,"Ik vond het leuk om voor je te werken! Als je nog meer opdrachten voor me hebt, kun je me oproepen door hier te tikken!"
TID_BOY_HIRE_CANCELED_TEXT_MOBILE,"Ik vond het leuk om voor je te werken! Als je nog meer opdrachten voor me hebt, kun je me oproepen door hier te tikken!"
TID_FAQ_TITLE,Hulp en feedback
TID_FAQ_BUTTON,Hulp & ondersteuning
TID_UPDATE_REQUIRED_DIALOG_TITLE,Update vereist
TID_MAINTENANCE_DIALOG_TITLE,Onderhoud
TID_FAQ_QUESTION_1,V: Waarom kan ik jullie Facebook-pagina niet openen met behulp van de knop \qLaatste updates\q als ik mijn taal op Chinees heb ingesteld?
TID_FAQ_ANSWER_1,"A: Omdat Facebook niet toegankelijk is in China, verwijst de pagina je door naar onze Chinese fanpagina op Weibo. Als je de Chinese taalinstellingen gebruikt, maar wel toegang hebt tot Facebook in jouw regio, is de link: http://www.facebook.com/HayDayOfficial"
TID_STRAWBERRY,Aardbeien
TID_FAQ_QUESTION_2,V: Ik ben mijn boerderij kwijt. Hoe kan ik deze weer terugkrijgen?
TID_FAQ_ANSWER_2,"A: We raden je aan om met maar één boerderij per apparaat te spelen en je boerderij aan je eigen Game Center-account of Supercell ID te koppelen. Als je meerdere boerderijen op één apparaat laadt, verlies je misschien toegang tot een of alle accounts. Als je jouw boerderij kwijt bent, neem dan contact op met onze spelersondersteuning via de knop 'Een probleem melden' hieronder. Vergeet niet om de naam en het level van je oude boerderij te vermelden!"
TID_FAQ_ANSWER_2_ANDROID,"A: We raden je aan om met maar één boerderij per apparaat te spelen en je boerderij aan je eigen Google Play-account of Supercell ID te koppelen. Als je meerdere boerderijen op één apparaat laadt, verlies je misschien toegang tot een of alle accounts. Als je jouw boerderij kwijt bent, neem dan contact op met onze spelersondersteuning via de knop 'Een probleem melden' hieronder. Vergeet niet om de naam en het level van je oude boerderij te vermelden!"
TID_FAQ_QUESTION_3,V: Ik kan geen diamanten kopen. Help me alsjeblieft!
TID_FAQ_ANSWER_3,"A: Problemen met het kopen van diamanten of munten zijn meestal tijdelijk. Probeer over een paar uur opnieuw een aankoop te doen! Zorg ook dat het kopen vanuit apps op je apparaat is geactiveerd en dat je de laatste versie van iOS hebt. Als het probleem aanhoudt, neem dan contact op met onze spelersondersteuning via de knop 'Een probleem melden' hieronder."
TID_FAQ_ANSWER_3_ANDROID,"A: Problemen met het kopen van diamanten of munten zijn meestal tijdelijk. Probeer over een paar uur opnieuw een aankoop te doen! Zorg ook dat het kopen vanuit apps op je apparaat is geactiveerd en dat je de laatste versie van Android hebt. Als het probleem aanhoudt, neem dan contact op met onze spelersondersteuning via de knop 'Een probleem melden' hieronder."
TID_FAQ_QUESTION_4,V: Hoe kom ik aan meer diamanten?
TID_FAQ_ANSWER_4,"A: Je kunt diamanten verdienen door prestaties te voltooien en je level te verhogen. Je kunt ze ook in willekeurige verrassingskisten en in de mijn vinden. Als je andere boerderijen bezoekt, kun je nog meer verrassingskisten vinden. Vergeet niet dat je ook diamanten kunt kopen!"
TID_FAQ_QUESTION_5,V: Ik heb geen tarwe of andere gewassen meer! Hoe kom ik aan meer?
TID_FAQ_ANSWER_5,"A: Als je alle zaadjes van een bepaald gewas hebt geplant, moet je wachten tot het gewas is gegroeid. Als je geen groeiende gewassen meer hebt en niets meer in je silo hebt liggen, kun je diamanten gebruiken om meer van dat gewas te kopen of Greg of een vriend bezoeken en dat gewas bij hun kramen kopen of kun je in de krant kijken of iemand dat gewas toevallig verkoopt!"
TID_FAQ_QUESTION_6,"V: Ik heb gewassen geoogst, maar ze liggen niet in mijn silo!"
