TID,TR
TID_NOTIFICATION_SHEEP_READY,Yün toplanmaya hazır!
TID_NOTIFICATION_PIG_READY,Pastırma toplanmaya hazır!
TID_NOTIFICATION_GOAT_READY,Keçi Sütü alınmaya hazır!
TID_NOTIFICATION_ORDER_READY,Tamamlayabileceğin bir siparişin var!
TID_NOTIFICATION_DAILY_GIFT,"Merhaba çiftçi, günlük ücretsiz hediyen seni bekliyor!"
TID_NATIVE_DIALOG_CONNECTION_LOST_TITLE,Bağlantı kaybı
TID_NATIVE_DIALOG_CONNECTION_LOST_MESSAGE,Sunucu bağlantın koptu. İnternet bağlantını kontrol et ve tekrar dene.
TID_NATIVE_DIALOG_CONNECTION_LOST_BUTTON,Tekrar dene
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_TITLE,Bağlantı kaybı
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_MESSAGE,Sunucu yanıt vermiyor. İnternet bağlantını kontrol et ve tekrar dene.
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_BUTTON,Tekrar dene
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_TITLE,Bağlantı kaybı
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_MESSAGE,Fatura sunucusu yanıt vermiyor. Lütfen daha sonra tekrar dene.
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_BUTTON,Tamam
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_TITLE,Güncelleme gerekiyor
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_MESSAGE,Yeni bir güncelleme geldi! Oyunu en iyi haliyle oynamak için şimdi güncelle ve özel hediyeyi kaçırma; yakın zamanda dükkana ücretsiz elmaslar gelecek!
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_BUTTON,İndir
TID_NATIVE_DIALOG_LOGIN_FAILED_TITLE,Bağlantı yapılamadı
TID_NATIVE_DIALOG_LOGIN_FAILED_MESSAGE,Sunucuya bağlanılamadı. Hata kodu <CODE>
TID_NATIVE_DIALOG_LOGIN_FAILED_BUTTON,Tekrar dene
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_TITLE,Bağlantı yapılamadı
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_MESSAGE,Sunucuyla bağlantı kurulamıyor. İnternet bağlantını kontrol et ve tekrar dene.
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_BUTTON,Tekrar dene
TID_FENCE_01,Çit
TID_FENCE_01_DESCRIPTION,Çiftliğini güzelleştir
TID_FENCE_02,Taş Duvar
TID_FENCE_02_DESCRIPTION,Çiftliğini güzelleştir
TID_FENCE_03,Taştan Yol
TID_FENCE_03_DESCRIPTION,Çiftliğini güzelleştir
TID_FLOWERPOT_1,Yıldız Çiçeği
TID_FLOWERPOT_1_DESCRIPTION,Kelebekleri cezbet
TID_FLOWERBED_1,Papatyalar
TID_FLOWERBED_1_DESCRIPTION,Kelebekleri cezbet
TID_FLOWERBED_2,Acı Bakla
TID_FLOWERBED_2_DESCRIPTION,Kelebekleri cezbet
TID_BARREL_1,Fıçılar
TID_BARREL_1_DESCRIPTION,Çiftliğini güzelleştir
TID_BARREL_2,Variller
TID_BARREL_2_DESCRIPTION,Çiftliğini güzelleştir
TID_BIRDHOUSE_1,Kuş kafesi
TID_BIRDHOUSE_1_DESCRIPTION,Kuşları cezbet
TID_GAZEBO_1,Çardak
TID_GAZEBO_1_DESCRIPTION,Çiftliğini güzelleştir
TID_LANTERN,Fener
TID_LANTERN_DESCRIPTION,Çiftliğini güzelleştir
TID_HAYCART,Saman Arabası
TID_HAYCART_DESCRIPTION,Çiftliğini güzelleştir
TID_HAYBALE_1,Saman Balyası
TID_HAYBALE_1_DESCRIPTION,Çiftliğini güzelleştir
TID_WHEELBARROW,El Arabası
TID_WHEELBARROW_DESCRIPTION,Kelebekleri cezbet
TID_BIRDHOUSE_2,Çalıkuşu Evi
TID_BIRDHOUSE_2_DESCRIPTION,Kuşları cezbet
TID_GAZEBO_2,Çadır
TID_GAZEBO_2_DESCRIPTION,Çiftliğini güzelleştir
TID_HAYBALE_2,Taze Saman
TID_HAYBALE_2_DESCRIPTION,Çiftliğini güzelleştir
TID_PEOPLE_ORDER_GREETING1,Selam! Bana bunu verebilir misin?
TID_PEOPLE_ORDER_GREETING2,Merhaba! Stokta bu var mı?
TID_PEOPLE_ORDER_GREETING3,İyi günler! Alışverişe geldim.
TID_PEOPLE_ORDER_GREETING4,Bunu bana satar mısın?
TID_PEOPLE_ORDER_GREETING5,Hey sen! Satılık bir şeylerin var mı?
TID_PEOPLE_ORDER_GREETING6,Selamlar! İşimize bakalım.
TID_PEOPLE_ORDER_GREETING7,Bunu bana satmaya ne dersin?
TID_PEOPLE_ORDER_GREETING8,Ne güzel bir hava! Açık mısın?
TID_PEOPLE_ORDER_GREETING9,Merhaba! Annem beni bir şeyler almaya gönderdi.
TID_PEOPLE_ORDER_GREETING10,Merhaba! Büyükannem için alışveriş yapıyorum.
TID_PEOPLE_ORDER_REENGAGEMENT1,"Hey, geri gelmişsin! Çiftliği terk ettin sandım."
TID_PEOPLE_ORDER_REENGAGEMENT2,Şimdi beni dikkatlice dinle. Almak istediğim şeyler var.
TID_PEOPLE_ORDER_REENGAGEMENT3,Senin için endişelendim. Nerelerdeydin...
TID_PEOPLE_ORDER_REENGAGEMENT4,"Ücretsiz vermez misin? Neyse, tamam tamam."
TID_PEOPLE_ORDER_REENGAGEMENT5,"Tekrar selam. Şunlar lazım, sende var mı?"
TID_PEOPLE_ORDER_REENGAGEMENT6,Bana uyacak gömleğin var mı? Yoksa da elindekileri alayım.
TID_PEOPLE_ORDER_REENGAGEMENT7,Duma duma dum. Seni gördüm mutlu oldum!
TID_PEOPLE_ORDER_REENGAGEMENT8,Tekrar hoş geldin! Bugüne özel nelerin var?
TID_PEOPLE_ORDER_REENGAGEMENT9,Neden bu kadar patlayıcı istediğimi sorma.
TID_PEOPLE_ORDER_REENGAGEMENT10,Çiftliğine tekrar uğramak ne güzel oldu! Büyükannemin selamı var.
TID_PEOPLE_ORDER_YOU_HAVE,(Sahip olduğun:
TID_PEOPLE_ORDER_YOU_HAVE2,)
TID_DIAMONDS_TO_START_ACTION,karşılığı satın al
TID_NAME_FARM_TITLE,Çiftliğinin adı ne?
TID_DEFAULT_FARM_NAME,<NAME> Çiftliği
TID_NAME_FARM_INPUT_FIELD_TEXT,YAZMAK İÇİN BURAYA DOKUN
TID_NAME_FARM_WAITING,Ad onaylanıyor...
TID_NAME_FARM_FAILED,GEÇERSİZ AD!
TID_GUEST_YES,"Tabii, al bakalım"
TID_GUEST_NO,"Hayır, üzgünüm"
TID_GUEST_CANCEL,Bir dakika bekle
TID_MYSTERY_BOX_TITLE,Kilitli!
TID_MYSTERY_BOX_DESCRIPTION,Bulduğun gizemli kutu kilitli! Elmas kullanarak açabilirsin.
TID_MYSTERY_BOX_OPEN,kutuyu açmak için
TID_SETTINGS_TITLE,Ayarlar
TID_SETTINGS_SOCIAL_MEDIA_CONNECTED,<SOCIAL_MEDIA> - Bağlandı
TID_SETTINGS_SOCIAL_MEDIA_DISCONNECTED,<SOCIAL_MEDIA> - Bağlantı kesildi
TID_SETTINGS_SOCIAL_MEDIA_CONNECTING,<SOCIAL_MEDIA> - Bağlanılıyor
TID_ABOUT_TITLE,Hakkında
TID_SETTING_CHANGE_NAME,Çiftlik Adını Değiştir
TID_FRIEND_BAR_SOCIAL_BUTTON_CONNECT,Bağlan
TID_ABOUT_TEXT,Hay Day (tm) Sürüm <VERSION>\n\nTelif Hakkı 2012-2025 Supercell Oy. Tüm Hakları Saklıdır.\n\nBu yazılımın her türlü kullanımı\nhttps://supercell.com/en/terms-of-service/tr/ adresindeki Hizmet Koşulları ile https://supercell.com/en/privacy-policy/tr/ adresindeki Gizlilik Politikasına tabidir.\n\nHAZIRLAYANLAR\n<CREDITS>\n\n
TID_FLOATER_PET_HABITAT_NEEDED,İlk olarak evcil hayvan için bir ev satın al!
TID_FLOATER_PET_HABITAT_NEEDED_MOBILE,İlk olarak evcil hayvan için bir ev satın al!
TID_FLOATER_PET_HABITAT_FULL,Tüm evcil hayvan evleri dolu!
TID_FLOATER_PET_HABITAT_FULL_MOBILE,Tüm evcil hayvan evleri dolu!
TID_FLOATER_HOUSE_COMING_SOON,"Başarılar, <LEVEL>. seviyede açılıyor"
TID_FLOATER_HOUSE_COMING_SOON_MOBILE,"Başarılar, <LEVEL>. seviyede açılır."
TID_FLOATER_PAINT_SHACK_COMING_SOON,Boya kulübesi pek yakında!
TID_FLOATER_DOCK_COMING_SOON,İskeleler ve Tekne liderlik tablosu <LEVEL>. seviyede açılır.
TID_FLOATER_DOCK_COMING_SOON_MOBILE,İskeleler ve Tekne liderlik tablosu <LEVEL>. seviyede açılır.
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON,Cadde Üzeri Dükkan <LEVEL>. seviyede açılır.
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON_MOBILE,Cadde Üzeri Dükkan <LEVEL>. seviyede açılır.
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON,<LEVEL>. seviyede toprağı temizleyebilirsin.
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON_MOBILE,<LEVEL>. seviyede toprağı temizleyebilirsin.
TID_FLOATER_MAILBOX_COMING_SOON,Gazete <LEVEL>. seviyede ulaştırılır.
TID_FLOATER_MAILBOX_COMING_SOON_MOBILE,Gazete <LEVEL>. seviyede ulaştırılır.
TID_FLOATER_HABITAT_FULL,Bu ağıl dolu. Dükkandan başka bir tane satın al!
TID_FLOATER_HABITAT_FULL_MOBILE,Bu ağıl dolu. Dükkandan başka bir tane satın al!
TID_FLOATER_PROCESSING_BUILDING_CLAIM_BUT_WAREHOUSE_FULL,Ağıl dolu!
TID_FLOATER_INVALID_OBJECT_POSITION,Burada boş yer yok!
TID_FLOATER_COORDINATE_NOT_IN_HABITAT,Hayvanları ağıllara yerleştir!
TID_FLOATER_BOAT_COMING_SOON,Tekne <LEVEL>. seviyede geliyor
TID_FLOATER_QUEUE_FULL,Üretim sırasını rahatlatmak için öğe topla!
TID_FLOATER_PET_HUNGRY,Evcil hayvanını evinde besle.
TID_FLOATER_EXPANSION_COMING_SOON,Genişleme <LEVEL>. seviyede açılır
TID_FLOATER_EXPANSION_COMING_SOON_MOBILE,Genişleme <LEVEL>. seviyede açılır
TID_FLOATER_EXPANSION_CONNECTION,Toprağın çiftlikle bağlanması gerekiyor
TID_FLOATER_EXPANSION_CONNECTION_MOBILE,Toprağın çiftlikle bağlanması gerekiyor
TID_FLOATER_FISHING_BOAT_COMING_SOON_TEASER,Yakında!
TID_FLOATER_FISHING_BOAT_COMING_SOON,"Balıkçı teknesi, <LEVEL>. seviyede açılır."
TID_FLOATER_FISHING_BOAT_COMING_SOON_MOBILE,"Balıkçı teknesi, <LEVEL>. seviyede açılır."
TID_SETTING_FEEDBACK,Sorun bildir
TID_ADD_FRIENDS,"Yepyeni bir çiftlik oyunu olan Hay Day'de bana katıl! Yenilikçi dokunmatik kontrollerle çiftliğini işlet, sevimli hayvanlarınla ilgilen ve diğer oyuncularla ürün ticareti yap."
TID_RATE_APP_TITLE,Lütfen Hay Day'i değerlendir
TID_RATE_APP_MESSAGE,Lütfen bize App Store'da puan ver ki biz de harika oyunlar yapmaya devam edelim!
TID_RATE_APP_LATER,Şimdi değil
TID_RATE_APP_LATER_ANDROID,Şimdi değil
TID_RATE_APP_REVIEW,Tamam
TID_RATE_APP_NEVER,Tekrar sorma
TID_RATE_APP_NEVER_ANDROID,Tekrar sorma
TID_NEED_MORE_COWBELL_TITLE,Sipariş karşılanamıyor!
TID_NEED_MORE_COWBELL_TEXT,Bu öğeleri üret veya arkadaşlarından satın al:
TID_FEEDBACK_EMAIL_TITLE,Hay%20Day%20için%20geribildirim
TID_FLOATER_ORDER_TABLE_COMING_SOON,Sipariş panosu <LEVEL>. seviyede kullanılabilir.
TID_FLOATER_ORDER_TABLE_COMING_SOON_MOBILE,Sipariş panosu <LEVEL>. seviyede kullanılabilir.
TID_WARNING_LAST_CROP_TITLE,Uyarı!
TID_WARNING_LAST_CROP_TEXT,Son ekinini kullanmak üzeresin. Devam etmek istiyor musun?
TID_NATIVE_DIALOG_BANNED_TITLE,Bağlantı yapılamadı
TID_NATIVE_DIALOG_BANNED_MESSAGE,Sunucuyla bağlantı kurulamadı. Lütfen daha sonra tekrar dene.
TID_NATIVE_DIALOG_BANNED_BUTTON,Tamam
TID_ACHIEVEMENT_PRETTY_FARMER,Hayallerdeki Çiftlik
TID_ACHIEVEMENT_PRETTY_FARMER_DESCRIPTION,Çiftliğini güzelleştirmeye <NUMBER> altın kullan
TID_ACHIEVEMENT_COMMUNITY_PROVIDER,Düt Düt!
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION,<NUMBER> kamyon teslimatını tamamla
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION_MOBILE,<NUMBER> kamyon teslimatını tamamla
TID_ACHIEVEMENT_LOCAL_SELLER,Trink Trink!
TID_ACHIEVEMENT_LOCAL_SELLER_DESCRIPTION,Cadde üzeri dükkanındaki satışlarla <NUMBER> altın kazan
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER,Sürekli Müşteri
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION,Ziyaret eden müşterilere <NUMBER> kez ürün sat
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION_MOBILE,Ziyaret eden müşterilere <NUMBER> kez ürün sat
TID_ACHIEVEMENT_TURBO_HARVEST,Hiper Hasatçı
TID_ACHIEVEMENT_TURBO_HARVEST_DESCRIPTION,<MINUTES> dakikada <NUMBER> tarlayı hasat et
TID_ACHIEVEMENT_TURBO_CAR_ORDERS,Turbo Kamyoncu
TID_ACHIEVEMENT_TURBO_CAR_ORDERS_DESCRIPTION,<MINUTES> dakikada <NUMBER> kamyon siparişini teslim et
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS,Hiper Çoban
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION,<MINUTES> dakikada <NUMBER> hayvansal ürün topla
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION_MOBILE,<MINUTES> dakikada <NUMBER> hayvansal ürün topla
TID_ACHIEVEMENT_BONANZA,Çiftlik Kralı
TID_ACHIEVEMENT_BONANZA_DESCRIPTION,<NUMBER> üretim binası inşa et
TID_ACHIEVEMENT_CITIZEN_KANE,Yurttaş Kane
TID_ACHIEVEMENT_CITIZEN_KANE_DESCRIPTION,Gazeteye <NUMBER> kez reklam ver
TID_ACHIEVEMENT_EGGHEAD,Yumurtakafa
TID_ACHIEVEMENT_EGGHEAD_DESCRIPTION,<NUMBER> yumurta topla
TID_ACHIEVEMENT_GOT_MILK,Süt var mı?
TID_ACHIEVEMENT_GOT_MILK_DESCRIPTION,<NUMBER> testi süt topla
TID_ACHIEVEMENT_BACONATOR,Pastırmacı
TID_ACHIEVEMENT_BACONATOR_DESCRIPTION,<NUMBER> şerit pastırma topla
TID_ACHIEVEMENT_SHEEP_SHEARER,Koyun Kırpıcı
TID_ACHIEVEMENT_SHEEP_SHEARER_DESCRIPTION,<NUMBER> yün topla
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION,Hediye Paketleme Makinesi Başarısı
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION_DESCRIPTION,Paketleme Makinesine <NUMBER>. Seviye Ustalık Kazandır
TID_ACHIEVEMENTS_TITLE,Başarılar
TID_ACHIEVEMENT_LEVEL_1,II
TID_ACHIEVEMENT_LEVEL_2,III
TID_ACHIEVEMENT_CLAIM_REWARD_BUTTON,Ödülü Al
TID_ACHIEVEMENTS_COMPLETED,Tamamlanan: <COUNT>/<MAX>
TID_ACHIEVEMENTS_SCORE,Çiftlik Puanı: <SCORE>
TID_ACHIEVEMENT_POINTS_TEXT,<POINTS>. Seviye
TID_NEED_MORE_FRIENDS,Açmak için <NUMBER> yeni Supercell ID arkadaşı gerekli.
TID_CONFIRM_RESTART_FARM_TITLE,Oyun yeniden başlatılsın mı?
TID_CONFIRM_RESTART_FARM_TEXT,"UYARI: Yeniden Başlat'ı seçersen, tüm mevcut ilerlemeni, altınları, elmasları ve uygulama içi satın almaları kaybedeceksin!\nYeniden başlatma paketi yeni çiftliğini yoluna koyman için 25 elmas içeriyor."
TID_CONFIRM_RESTART_FARM_YES,Yeniden Başlat
TID_CONFIRM_RESTART_FARM_NO,İptal
TID_CONFIRM_RESTART_FARM_PENDING_YES,Sunucu bekleniyor
TID_RESTART_FARM,Oyunu Yeniden Başlat
TID_NEXT_FREE_ADVERTISEMENT_IN_TIME,Ücretsiz reklam:
TID_ROADSIDE_SHOP_CREATE_AD,Reklam yarat
TID_ROADSIDE_SHOP_EDIT_SALE,Satışı Düzenle
TID_CONFIRM_OBJECT_TRASH_TITLE,Öğe çöpe atılsın mı?
TID_CONFIRM_OBJECT_TRASH_TEXT,Öğeyi çöpe atmak istediğinden emin misin? Geri alamayacaksın.
TID_CONFIRM_OBJECT_TRASH_YES,Çöpe at
TID_CONFIRM_OBJECT_TRASH_NO,İptal
TID_NEW_ACHIEVEMENT_GAINED,Başarı kilidi açıldı!
TID_RESTART_PACKAGE_BILLING_NAME,Paketi Yeniden Başlat
TID_BOAT_WAITING_AT_DOCK,Teknenin kalkmasına:
TID_BOAT_BONUS_REWARD,Tam yükleme:
TID_BOAT_ORDER_TITLE,Kargo Yükle
TID_BOAT_ARRIVING_IN,Teknenin gelişine kalan:
TID_BOAT_NEXT_ORDER,Sonraki sipariş:
TID_FLOATER_MINE_COMING_SOON,<LEVEL>. seviyeden itibaren metal ve elmas çıkarabilirsin.
TID_FLOATER_MINE_COMING_SOON_MOBILE,<LEVEL>. seviyeden itibaren metal ve elmas çıkarabilirsin.
TID_SILVER_ORE,Gümüş Cevheri
TID_GOLD_ORE,Altın Cevheri
TID_PLATINUM_ORE,Platin Cevheri
TID_SILVER_ORE_DESCRIPTION,Madenden topla
TID_GOLD_ORE_DESCRIPTION,Madenden topla
TID_PLATINUM_ORE_DESCRIPTION,Madenden topla
TID_SILVER_BAR,Gümüş Kalıp
TID_GOLD_BAR,Altın Kalıp
TID_PLATINUM_BAR,Platin Kalıp
TID_SMELTER_PRODUCT_DESCRIPTION,Dökümcüde üret
TID_SMELTER,Dökümcü
TID_SMELTER_DESCRIPTION,Cevheri metale dönüştürür
TID_SMELTER_DESCRIPTION_MOBILE,Cevheri metale dönüştürür
TID_SPEED_UP_BOAT,Tekne şimdi gelsin
TID_SEND_SHIP_POPUP_TITLE,Bitirilsin mi?
TID_SEND_SHIP_POPUP_DESCRIPTION,Yüklemeyi tamamlamadın!\n\nGemi birkaç saat içinde geri gelecek.
TID_SEND_SHIP_POPUP_YES,"Evet, bitirilsin."
TID_SEND_SHIP_POPUP_NO,"Hayır, yüklemeye devam et."
TID_HINT_FACEBOOK_LIKE,Hay Day ile ilgili her şey için bize Facebook'tan ulaşabilirsin! Şu adrese git: facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_MOBILE,Hay Day ile ilgili her şey için bize Facebook'tan ulaşabilirsin! Şu adrese git: facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_FARMS,"Güzel bir çiftliği ziyaret ederken, beğenmek için gülen yüzün üzerine dokun."
TID_HINT_FACEBOOK_LIKE_FARMS_MOBILE,"Güzel bir çiftliği ziyaret ederken, beğenmek için gülen yüzün üzerine dokun."
TID_HINT_STATS,Çiftlik istatistiklerini görmek için seviye yıldızına dokun.
TID_HINT_STATS_MOBILE,Çiftlik istatistiklerini görmek için seviye yıldızına dokun.
TID_HINT_ROTATE,Dokunup tutarak nesneleri taşıyabilir ve döndürebilirsin.
TID_HINT_ROTATE_MOBILE,Dokunup tutarak nesneleri taşıyabilir ve döndürebilirsin.
TID_HINT_FAN_SWITCH,"Tohum ekerken, \qdeğiştirme\q düğmesine dokunarak daha fazla mahsul türü bulabilirsin."
TID_HINT_FAN_SWITCH_MOBILE,"Tohum ekerken, \qdeğiştirme\q düğmesine dokunarak daha fazla mahsul türü bulabilirsin."
TID_HINT_TREES,"Testereler ve Baltalar, meyve ağaçlarını ve çalıları kesmek için kullanılabilir."
TID_HINT_TREES_MOBILE,"Testereler ve Baltalar, meyve ağaçlarını ve çalıları kesmek için kullanılabilir."
TID_HINT_MINE,"Dinamit, TNT Varilleri ve Kürekler Madende kullanılabilir."
TID_HINT_GAMECENTER_FRIENDS,Game Center uygulamasından veya Supercell ID'den de arkadaş ekleyebilirsin!
TID_HINT_GAMECENTER_FRIENDS_ANDROID,Supercell ID'ye bir arkadaş eklediğinde Hay Day'e de arkadaş ekleyebilirsin!
TID_HINT_ROADSIDESHOP,Cadde Üzeri Dükkan ve Gazete özelliklerini kullanmak için Game Center'da oturum aç!
TID_HINT_ROADSIDESHOP_MOBILE,SORU_17
TID_HINT_ROADSIDESHOP_ANDROID,Cadde Üzeri Dükkan ve Gazete özelliklerini kullanmak için Supercell ID'de oturum aç!
TID_HINT_ROADSIDESHOP_MOBILE_ANDROID,Cadde Üzeri Dükkan ve Gazete özelliklerini kullanmak için Supercell ID'de oturum aç!
TID_HINT_GENERAL_HELP,"Mahsulü hasat et ve çeşitli ürünler üret, stok yap ve bunları talebe göre sat!"
TID_HINT_GENERAL_HELP_MOBILE,"Mahsulü hasat et ve çeşitli ürünler üret, stok yap ve bunları talebe göre sat!"
TID_BOAT_ARRIVING_SOON,Tekne yaklaşıyor!
TID_NOTIFICATION_ROADSIDE_SHOP_CLEAR,Cadde üzeri dükkanındaki ürünler satıldı!
TID_REPAIR_DOCKS_TITLE,İskeleler tamir edilsin mi?
TID_REPAIR_DOCKS_TEXT,Tekneyi çekmek ve nakliyatları tamamlamak için İskeleleri tamir et!
TID_REPAIR_DOCKS_TEXT_MOBILE,Tekneyi çekmek ve nakliyatları tamamlamak için İskeleleri tamir et!
TID_REPAIR_DOCKS_YES,Onarımı başlat
TID_REPAIR_MINE_TITLE,Maden tamir edilsin mi?
TID_REPAIR_MINE_TEXT,"Madende Dinamit, TNT Varili ve Kürekle ürün çıkarabilirsin. Değerli cevherler ve hatta Elmaslar bulabilirsin!"
TID_REPAIR_MINE_YES,Onarımı başlat
TID_FRUIT_TREE_FB_HELP_TITLE,Bahçemde yardıma ihtiyacım var!
TID_APPLE_TREE_FB_HELP_TEXT,Elma ağacım soluyor. Onu benim için sular mısın?
TID_CHERRY_TREE_FB_HELP_TEXT,Vişne ağacım soluyor. Lütfen onu benim için sula!
TID_CACAO_TREE_FB_HELP_TEXT,Kakao ağacım soluyor. Lütfen onu benim için sula!
TID_RASPBERRY_BUSH_FB_HELP_TEXT,Ahududu çalımın acilen sulanması gerekiyor. Yardım edebilir misin?
TID_BLUEBERRY_BUSH_FB_HELP_TEXT,Böğürtlen çalımı sulamayı unuttum. Benim için onu sulayabilir misin?
TID_FRIEND_BAR_FRIENDS_TAB,Arkadaşlar
TID_FRIEND_BAR_FOLLOWERS_TAB,Takipçiler
TID_MINE,Maden
TID_DOCKS,İskeleler
TID_GENERIC_FB_DESCRIPTION,"Hay Day, dokunmatik cihazınız için özenle hazırlanmıştır ve sorunsuz hareket kontrolleriyle yepyeni bir çiftçilik deneyimi sağlar."
TID_SOCIAL_LOGIN_FRUIT_TREES_TITLE,Hasat Yardımı
TID_SOCIAL_LOGIN_FRUIT_TREES_TEXT,Supercell ID arkadaşlarının yardımıyla bir hasat daha elde edebilirsin!
TID_FRIEND_BAR_FOLLOWERS,Takipçi sayısı
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_TITLE,Bakım yolda
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_MESSAGE,"Hey çiftçiler, yakında bakıma gireceğiz! Sunucular <MINUTES> dakika içinde yeniden başlatılacak ve birkaç dakika içinde de çevrimiçi olacak."
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_BUTTON,Uy!
TID_NATIVE_DIALOG_MAINTENANCE_TITLE,Sunucu çevrimdışı
TID_NATIVE_DIALOG_MAINTENANCE_MESSAGE,"Hay Day'de bakım yapmaktayız. Bu durum için özür dileriz, lütfen daha sonra tekrar dene!"
TID_NATIVE_DIALOG_MAINTENANCE_BUTTON,Tekrar oturum aç
TID_STAND_ALREADY_BOUGHT,"Üzgünüz, biri bunu senden önce aldı!"
TID_START_FOLLOWING,"Çiftlik, Takibe ve Arkadaş çubuğuna alındı."
TID_STOP_FOLLOWING,"Çiftlik, takipten çıkarıldı."
TID_MAX_FOLLOWERS,Çiftlik takip edilemez! Tüm takip yuvaları kullanımda.
TID_FOLLOWER_BAR_INFO,Burada seni takip eden kişileri bulabilirsin!
TID_FB_LOGIN_REWARD_BUTTON_TEXT,<NUMBER> elmas al!
TID_FB_LOGIN_LATER_BUTTON_TEXT,Şimdi değil
TID_FB_LOGIN_NEVER_BUTTON_TEXT,Tekrar gösterme
TID_BOY_FIRST_POPUP_TEXT,Merhaba! Benim adım Tom ve senin için getir götür işleri yapabilirim. Seni cadde üzeri dükkanda bekleyeceğim!
TID_BOY_FIRST_POPUP_BUTTON,"Tamam, hadi bir deneyelim"
TID_BOY_SEARCH_TEXT,Ne aramalıyım?
TID_BOY_SEARCH_TIMER,Emrinde: <TIME>
TID_BOY_SEARCH_TIMER_JUST_TITLE,Emrinde:
TID_BOY_SEARCH_BUTTON,Aramayı başlat
TID_BOY_FOUND_TEXT,İşte bunları buldum. Hangisini istiyorsun?
TID_BOY_FOUND_CANCEL_BUTTON,Hiçbiri
TID_BOY_RESTING_TEXT,Zzz... Gerçekten biraz dinlenmem lazım... zzZZZzz...
TID_BOY_RESTING_TIMER,Tekrar müsait olacağım zaman: <TIME>
TID_BOY_HIRE_TEXT,Tekrar beni çalıştırmak ister misin?
TID_BOY_HIRE_REENGAGEMENT_TEXT,Selam <name>. Seni tekrar görmek güzel! Yardıma ihtiyacın olursa diye birkaç gün etrafta olacağım. Bu da sana hediyem!
TID_BOY_HIRE_TIME,<DAYS> Gün
TID_BOY_HIRE_TIME_1DAY,1 Gün
TID_BOY_HIRE_CANCEL_BUTTON,"Hayır, teşekkürler"
TID_BOY_HIRE_CANCELED_TEXT,"Senin için çalışmak bir zevkti! Eğer yapılması gereken daha çok getir götür işleri varsa, buradaki kutucuğa dokunman yeterli!"
TID_BOY_HIRE_CANCELED_TEXT_MOBILE,"Senin için çalışmak bir zevkti! Eğer yapılması gereken daha çok getir götür işleri varsa, buradaki kutucuğa dokunman yeterli!"
TID_FAQ_TITLE,Hay Day Destek
TID_FAQ_BUTTON,Yardım ve Destek
TID_UPDATE_REQUIRED_DIALOG_TITLE,Güncelleme Gerekiyor
TID_MAINTENANCE_DIALOG_TITLE,Bakım
TID_FAQ_QUESTION_1,S: Neden dili Çince'ye ayarladığımda \qSon Güncellemeler\q düğmesini kullanarak Facebook sayfanızı açamıyorum?
TID_FAQ_ANSWER_1,"C: Facebook Çin'de erişilebilir olmadığı için, düğme direkt Weibo'daki Çince hayran sayfamıza yönlendiriyor. Hay Day'de dilini Çince'ye ayarladıysan, ama kendi bölgende Facebook'a erişim sağlayabiliyorsan, bağlantı şudur: http://www.facebook.com/HayDayOfficial"
TID_STRAWBERRY,Çilek
TID_FAQ_QUESTION_2,S: Çiftliğimi kaybettim. Nasıl geri alabilirim?
