TID,RU
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_BUTTON,Попробовать снова
TID_FENCE_01,Ограда
TID_FENCE_01_DESCRIPTION,Украшение для фермы.
TID_FENCE_02,Каменная стена
TID_FENCE_02_DESCRIPTION,Украшение для фермы.
TID_FENCE_03,Дорожка
TID_FENCE_03_DESCRIPTION,Украшение для фермы.
TID_FLOWERPOT_1,Георгины
TID_FLOWERPOT_1_DESCRIPTION,Привлекают бабочек.
TID_FLOWERBED_1,Маргаритки
TID_FLOWERBED_1_DESCRIPTION,Привлекают бабочек.
TID_FLOWERBED_2,Люпины
TID_FLOWERBED_2_DESCRIPTION,Привлекают бабочек.
TID_BARREL_1,Бочонки
TID_BARREL_1_DESCRIPTION,Украшение для фермы.
TID_BARREL_2,Бочки
TID_BARREL_2_DESCRIPTION,Украшение для фермы.
TID_BIRDHOUSE_1,Домик для птиц
TID_BIRDHOUSE_1_DESCRIPTION,Привлекает птиц.
TID_GAZEBO_1,Беседка
TID_GAZEBO_1_DESCRIPTION,Украшение для фермы.
TID_LANTERN,Фонарь
TID_LANTERN_DESCRIPTION,Украшение для фермы.
TID_HAYCART,Тележка с сеном
TID_HAYCART_DESCRIPTION,Украшение для фермы.
TID_HAYBALE_1,Тюк сена
TID_HAYBALE_1_DESCRIPTION,Украшение для фермы.
TID_WHEELBARROW,Тачка
TID_WHEELBARROW_DESCRIPTION,Привлекает бабочек
TID_BIRDHOUSE_2,Скворечник
TID_BIRDHOUSE_2_DESCRIPTION,Привлекает птиц.
TID_GAZEBO_2,Павильон
TID_GAZEBO_2_DESCRIPTION,Украшение для фермы.
TID_HAYBALE_2,Свежее сено
TID_HAYBALE_2_DESCRIPTION,Украшение для фермы.
TID_PEOPLE_ORDER_GREETING1,Привет! Поделишься этим?
TID_PEOPLE_ORDER_GREETING2,Приветствую! У тебя есть это?
TID_PEOPLE_ORDER_GREETING3,Добрый день! Я хочу кое-что купить.
TID_PEOPLE_ORDER_GREETING4,Можешь продать мне это?
TID_PEOPLE_ORDER_GREETING5,Привет! Есть что-нибудь на продажу?
TID_PEOPLE_ORDER_GREETING6,Приветствую! У меня есть предложение.
TID_PEOPLE_ORDER_GREETING7,Не продашь ли мне это?
TID_PEOPLE_ORDER_GREETING8,Добрый день! Покупателей ждете?
TID_PEOPLE_ORDER_GREETING9,Привет! Мама отправила меня за покупками.
TID_PEOPLE_ORDER_GREETING10,Привет! Мне нужно кое-что купить для бабули.
TID_PEOPLE_ORDER_REENGAGEMENT1,"Ох-ох-ох. Ты снова здесь. Я так понимаю, ты теперь фермой управляешь."
TID_PEOPLE_ORDER_REENGAGEMENT2,Слушай внимательно... Мне нужно кое-что купить.
TID_PEOPLE_ORDER_REENGAGEMENT3,"А я-то думаю, где тебя носит. Жду-поджидаю тут..."
TID_PEOPLE_ORDER_REENGAGEMENT4,А можешь отдать бесплатно? Нет? Ну ладно...
TID_PEOPLE_ORDER_REENGAGEMENT5,"И снова здравствуй! Ну что, удалось собрать мой заказ?"
TID_PEOPLE_ORDER_REENGAGEMENT6,"Есть фланелевые рубашки моего размера? Если нет, возьму что есть."
TID_PEOPLE_ORDER_REENGAGEMENT7,Какие люди! Приятно снова тебя видеть!
TID_PEOPLE_ORDER_REENGAGEMENT8,С возвращением! Что посоветуешь купить сегодня?
TID_PEOPLE_ORDER_REENGAGEMENT9,"Даже не спрашивай, зачем мне так много взрывчатки..."
TID_PEOPLE_ORDER_REENGAGEMENT10,"Как хорошо, что ты нас не забываешь! Моя бабушка передает привет!"
TID_PEOPLE_ORDER_YOU_HAVE,(У тебя есть:
TID_PEOPLE_ORDER_YOU_HAVE2,)
TID_DIAMONDS_TO_START_ACTION,для начала действия
TID_NAME_FARM_TITLE,Название фермы
TID_DEFAULT_FARM_NAME,Ферма игрока <NAME>
TID_NAME_FARM_INPUT_FIELD_TEXT,ВВЕДИТЕ НАЗВАНИЕ
TID_NAME_FARM_WAITING,Проверка имени...
TID_NAME_FARM_FAILED,НЕДОПУСТИМОЕ ИМЯ!
TID_GUEST_YES,"Да, конечно"
TID_GUEST_NO,"К сожалению, нет"
TID_GUEST_CANCEL,Погодите немножко
TID_MYSTERY_BOX_TITLE,Закрыто!
TID_MYSTERY_BOX_DESCRIPTION,Этот загадочный ящик закрыт! Его можно открыть с помощью алмазов.
TID_MYSTERY_BOX_OPEN,чтобы открыть ящик
TID_SETTINGS_TITLE,Настройки
TID_SETTINGS_SOCIAL_MEDIA_CONNECTED,<SOCIAL_MEDIA> — подключено
TID_SETTINGS_SOCIAL_MEDIA_DISCONNECTED,<SOCIAL_MEDIA> — отключено
TID_SETTINGS_SOCIAL_MEDIA_CONNECTING,<SOCIAL_MEDIA> — подключение
TID_ABOUT_TITLE,О программе
TID_SETTING_CHANGE_NAME,Изменить имя фермы
TID_FRIEND_BAR_SOCIAL_BUTTON_CONNECT,Подкл.
TID_ABOUT_TEXT,"Hay Day (tm) версия <VERSION>\n\nАвторские права принадлежат Supercell Oy, 2012–2025 гг. Все права сохранены.\n\nНа любое использование данного программного обеспечения распространяются положения\nУсловий пользования, доступных по адресу https://supercell.com/en/terms-of-service/ru/, и Политики конфиденциальности, доступной по адресу https://supercell.com/en/privacy-policy/ru/.\n\nСОЗДАТЕЛИ\n<CREDITS>\n\n"
TID_FLOATER_PET_HABITAT_NEEDED,Сначала построй домик для своего питомца!
TID_FLOATER_PET_HABITAT_NEEDED_MOBILE,Сначала построй домик для своего питомца!
TID_FLOATER_PET_HABITAT_FULL,Все домики для питомцев переполнены!
TID_FLOATER_PET_HABITAT_FULL_MOBILE,Все домики для питомцев переполнены!
TID_FLOATER_HOUSE_COMING_SOON,Достижения открываются на <LEVEL>-м уровне.
TID_FLOATER_HOUSE_COMING_SOON_MOBILE,Достижения открываются на <LEVEL>-м уровне.
TID_FLOATER_PAINT_SHACK_COMING_SOON,Сарай с красками скоро появится!
TID_FLOATER_DOCK_COMING_SOON,Пристань и таблица лидеров откроется на <LEVEL>-м уровне.
TID_FLOATER_DOCK_COMING_SOON_MOBILE,Пристань и таблица лидеров откроется на <LEVEL>-м уровне.
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON,Придорожный киоск откроется на <LEVEL>-м уровне.
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON_MOBILE,Придорожный киоск откроется на <LEVEL>-м уровне.
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON,Расчищать землю можно на <LEVEL>-м уровне.
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON_MOBILE,Расчищать землю можно на <LEVEL>-м уровне.
TID_FLOATER_MAILBOX_COMING_SOON,Газета доставляется на <LEVEL>-м уровне.
TID_FLOATER_MAILBOX_COMING_SOON_MOBILE,Газета доставляется на <LEVEL>-м уровне.
TID_FLOATER_HABITAT_FULL,Этот загон заполнен. Купи другой в магазине!
TID_FLOATER_HABITAT_FULL_MOBILE,Этот загон заполнен. Купи другой в магазине!
TID_FLOATER_PROCESSING_BUILDING_CLAIM_BUT_WAREHOUSE_FULL,Амбар переполнен!
TID_FLOATER_INVALID_OBJECT_POSITION,Здесь недостаточно места!
TID_FLOATER_COORDINATE_NOT_IN_HABITAT,Помещай животных в загоны!
TID_FLOATER_BOAT_COMING_SOON,Пароход появится на <LEVEL>-м уровне.
TID_FLOATER_QUEUE_FULL,"Забери предметы, чтобы освободить очередь производства!"
TID_FLOATER_PET_HUNGRY,Корми своего питомца в его домике
TID_FLOATER_EXPANSION_COMING_SOON,Расширения открываются на <LEVEL>-м уровне.
TID_FLOATER_EXPANSION_COMING_SOON_MOBILE,Расширения открываются на <LEVEL>-м уровне.
TID_FLOATER_EXPANSION_CONNECTION,Земля должна прилегать к ферме.
TID_FLOATER_EXPANSION_CONNECTION_MOBILE,Земля должна прилегать к ферме.
TID_FLOATER_FISHING_BOAT_COMING_SOON_TEASER,Скоро!
TID_FLOATER_FISHING_BOAT_COMING_SOON,Рыбацкая лодка откроется на <LEVEL>-м уровне.
TID_FLOATER_FISHING_BOAT_COMING_SOON_MOBILE,Рыбацкая лодка откроется на <LEVEL>-м уровне.
TID_SETTING_FEEDBACK,Сообщить о проблеме
TID_ADD_FRIENDS,"Создавай свою ферму вместе со мной в игре Hay Day! Там можно заботиться о животных, производить продукты и торговать с другими игроками."
TID_RATE_APP_TITLE,"Пожалуйста, оцени Hay Day!"
TID_RATE_APP_MESSAGE,"Пожалуйста, оцени нас в App Store, чтобы мы могли и дальше создавать хорошие игры!"
TID_RATE_APP_LATER,Не сейчас
TID_RATE_APP_LATER_ANDROID,Не сейчас
TID_RATE_APP_REVIEW,ОК
TID_RATE_APP_NEVER,Не спрашивать снова
TID_RATE_APP_NEVER_ANDROID,Не спрашивать снова
TID_NEED_MORE_COWBELL_TITLE,Не могу выполнить заказ!
TID_NEED_MORE_COWBELL_TEXT,Сделай следующие продукты или купи их у друзей:
TID_FEEDBACK_EMAIL_TITLE,Отзыв%20о%20Hay%20Day
TID_FLOATER_ORDER_TABLE_COMING_SOON,Доска заказов доступна на <LEVEL>-м уровне.
TID_FLOATER_ORDER_TABLE_COMING_SOON_MOBILE,Доска заказов доступна на <LEVEL>-м уровне.
TID_WARNING_LAST_CROP_TITLE,Внимание!
TID_WARNING_LAST_CROP_TEXT,Ты собираешься использовать последние растения. Хочешь продолжить?
TID_NATIVE_DIALOG_BANNED_TITLE,Ошибка подключения
TID_NATIVE_DIALOG_BANNED_MESSAGE,Не удалось установить соединение с сервером. Попробуйте позднее.
TID_NATIVE_DIALOG_BANNED_BUTTON,ОК
TID_ACHIEVEMENT_PRETTY_FARMER,Ферма мечты
TID_ACHIEVEMENT_PRETTY_FARMER_DESCRIPTION,Вложи монеты (<NUMBER>) в украшения для своей фермы.
TID_ACHIEVEMENT_COMMUNITY_PROVIDER,Бип-бип
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION,Доставь заказы (<NUMBER>)
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION_MOBILE,Доставь заказы (<NUMBER>)
TID_ACHIEVEMENT_LOCAL_SELLER,Ваш чек
TID_ACHIEVEMENT_LOCAL_SELLER_DESCRIPTION,Заработай монеты (<NUMBER>) в своем киоске.
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER,Любимый продавец
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION,Продай товары посетившим тебя клиентам <NUMBER> р.
