TID,TH
TID_DIAMONDS_DESCRIPTION,เพิ่มพลังการผลิตและซื้อผลิตภัณฑ์ที่ขาดหายไป
TID_FACEBOOK,Facebook
TID_GAME_CENTER,Game Center
TID_FACEBOOK_ID_NOT_MATCH_TITLE,<SOCIAL_MEDIA> การเตือน
TID_FACEBOOK_ID_NOT_MATCH,คุณต้องการบันทึกเกมปัจจุบันของคุณลงในบัญชี <SOCIAL_MEDIA> ใหม่หรือไม่?
TID_FACEBOOK_ID_NOT_MATCH_ACTION_1,ใช่ เปลี่ยนบัญชี
TID_FACEBOOK_ID_NOT_MATCH_ACTION_2,ไม่ เก็บบัญชีปัจจุบันไว้
TID_FACEBOOK_ID_BOUND_TO_OTHER_FARM_TITLE,เลือกฟาร์มของคุณ
TID_FACEBOOK_ID_BOUND_TO_OTHER_FARM,"เราเจอฟาร์มอีกฟาร์มเชื่อมอยู่กับบัญชี <SOCIAL_MEDIA>:\n(ฟาร์ม <NEW_FARM_NAME>, เลเวล <NEW_LEVEL>)\n\nต้องการโหลดมันหรือไม่?\n\nคำเตือน: ฟาร์มปัจจุบัน (ฟาร์ม <OLD_FARM_NAME>, เลเวล <OLD_LEVEL>) จะหายไป"
TID_FACEBOOK_ID_BOUND_TO_OTHER_FARM_MOBILE,"เราเจอฟาร์มอีกฟาร์มเชื่อมอยู่กับบัญชี <SOCIAL_MEDIA>:\n(ฟาร์ม <NEW_FARM_NAME>, เลเวล <NEW_LEVEL>)\n\nต้องการโหลดมันหรือไม่?\n\nคำเตือน: ฟาร์มปัจจุบัน (ฟาร์ม <OLD_FARM_NAME>, เลเวล <OLD_LEVEL>) จะหายไป"
TID_FACEBOOK_ID_BOUND_TO_OTHER_FARM_ACTION_1,ใช่ โหลดเกม
TID_FACEBOOK_ID_BOUND_TO_OTHER_FARM_ACTION_2,ไม่ เก็บเกมปัจจุบันไว้
TID_INTRO_01,วันนี้ก็เริ่มต้นเหมือนทุกๆ วัน...
TID_INTRO_02,จนกระทั่งจดหมายฉบับนั้นมาถึง!
TID_INTRO_03,\qสวัสดี นี่ลุงของหลานเอง!\q
TID_INTRO_04,\qหลานอยากเป็นชาวไร่ไหม?\q
TID_INTRO_05,\qลุงว่าจะเกษียณตัวเองแล้ว ก็เลยจะยกฟาร์มให้ถ้าหลานอยากได้!\q
TID_INTRO_06,ก็ย้ายกันเลย! ชีวิตใหม่ในชนบทรอเราอยู่
TID_ANIMATION_Harvest,เก็บเกี่ยว
TID_ANIMATION_Seeding,เพาะเมล็ด
TID_ANIMATION_CropInfo,พืชผลทบทวีคูณ!
TID_ANIMATION_BuyChicken,ซื้อไก่ 3 ตัว
TID_ANIMATION_FeedChicken,ให้อาหารไก่
TID_ANIMATION_CollectEggs,เก็บไข่
TID_ANIMATION_BakeBread,อบขนมปัง
TID_ANIMATION_6th crop,จะเพาะเมล็ดเพิ่มได้อย่างไร
TID_ANIMATION_EditObjects,จัดระเบียบฟาร์มของคุณ
TID_ANIMATION_Pizzas,จะหาพิซซ่าเจอได้อย่างไร
TID_ANIMATION_SendLetter,จะส่งจดหมายอย่างไร
TID_DIAMOND_PACK_1,กองเพชร
TID_DIAMOND_PACK_2,ถุงเพชร
TID_DIAMOND_PACK_3,กระสอบเพชร
TID_DIAMOND_PACK_4,กล่องเพชร
TID_DIAMOND_PACK_5,หีบเพชร
TID_DIAMOND_PACK_6,ขุมเพชร
TID_DIAMOND_PACK_2_Birthday_1,แพคเกจวันเกิด 1
TID_DIAMOND_PACK_3_Birthday_2,แพคเกจวันเกิด 2
TID_DIAMOND_PACK_5_Birthday_3,แพคเกจวันเกิด 3
TID_DIAMOND_PACK_2_Special_1,แพคเกจสุดพิเศษ 1
TID_DIAMOND_PACK_3_Special_2,แพคเกจสุดพิเศษ 2
TID_DIAMOND_PACK_5_Special_3,แพคเกจสุดพิเศษ 3
TID_CASH_PACK_1,กองเหรียญ
TID_CASH_PACK_2,ถุงเหรียญ
TID_CASH_PACK_3,กระสอบเหรียญ
TID_CASH_PACK_4,กล่องเหรียญ
TID_CASH_PACK_5,หีบเหรียญ
TID_CASH_PACK_6,ขุมเหรียญ
TID_BUY_DIAMONDS_TITLE,ร้านค้าเพชร
TID_BUY_CASH_TITLE,ร้านค้าเหรียญ
TID_ORDER_SCREEN_SELECT_ORDER,เลือกคำสั่งซื้อจากทางด้านซ้าย
TID_NOTIFICATION_BUILDING_CONSTRUCTION_READY,การก่อสร้าง <NAME> เสร็จแล้ว
TID_NOTIFICATION_PLAYER_PLEASE_COME_BACK,สัตว์ในฟาร์มคิดถึงคุณอยู่นะ!
TID_NOTIFICATION_PLAYER_PLEASE_COME_BACK_MOBILE,สัตว์ในฟาร์มคิดถึงคุณอยู่นะ!
TID_NOTIFICATION_CROPS_READY,พืชผลทั้งหมดพร้อมให้เก็บเกี่ยวแล้ว!
TID_NOTIFICATION_CHICKEN_READY,ไข่พร้อมให้เก็บแล้ว!
TID_NOTIFICATION_COW_READY,นมพร้อมให้เก็บแล้ว!
TID_NOTIFICATION_SHEEP_READY,ขนแกะพร้อมให้เก็บแล้ว!
TID_NOTIFICATION_PIG_READY,เบคอนพร้อมให้เก็บแล้ว!
TID_NOTIFICATION_GOAT_READY,นมแพะพร้อมให้เก็บแล้ว!
TID_NOTIFICATION_ORDER_READY,คุณมีคำสั่งซื้อที่พร้อมส่ง!
TID_NOTIFICATION_DAILY_GIFT,เฮ้ ชาวไร่ของขวัญฟรีประจำวันของคุณกําลังรอคุณอยู่!
TID_NATIVE_DIALOG_CONNECTION_LOST_TITLE,การเชื่อมต่อขาดหาย
TID_NATIVE_DIALOG_CONNECTION_LOST_MESSAGE,คุณขาดการเชื่อมต่อกับเซิร์ฟเวอร์ ตรวจสอบการเชื่อมต่อกับอินเตอร์เน็ตของคุณแล้วลองอีกครั้ง
TID_NATIVE_DIALOG_CONNECTION_LOST_BUTTON,ลองอีกครั้ง
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_TITLE,การเชื่อมต่อขาดหาย
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_MESSAGE,เซิร์ฟเวอร์ไม่ตอบสนอง ตรวจสอบการเชื่อมต่อกับอินเตอร์เน็ตของคุณแล้วลองอีกครั้ง
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_BUTTON,ลองอีกครั้ง
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_TITLE,การเชื่อมต่อขาดหาย
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_MESSAGE,เซิร์ฟเวอร์คิดเงินไม่ตอบสนอง โปรดลองอีกครั้งในภายหลัง
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_BUTTON,ตกลง
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_TITLE,ต้องการการอัปเดต
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_MESSAGE,อัปเดตใหม่มาถึงแล้ว! อัปเดตตอนนี้เพื่อสนุกกับเวอร์ชันใหม่ล่าสุดของเกมและเตรียมพร้อมรับของขวัญพิเศษ เพชรฟรีจะรอคุณอยู่ในร้านค้า!
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_BUTTON,ดาวน์โหลด
TID_NATIVE_DIALOG_LOGIN_FAILED_TITLE,การเชื่อมต่อล้มเหลว
TID_NATIVE_DIALOG_LOGIN_FAILED_MESSAGE,ไม่สามารถเชื่อมต่อกับเซิร์ฟเวอร์ได้ รหัสข้อผิดพลาด <CODE>
TID_NATIVE_DIALOG_LOGIN_FAILED_BUTTON,ลองอีกครั้ง
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_TITLE,การเชื่อมต่อล้มเหลว
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_MESSAGE,ไม่สามารถเชื่อมต่อกับเซิร์ฟเวอร์ได้ ตรวจสอบการเชื่อมต่อกับอินเตอร์เน็ตของคุณแล้วลองอีกครั้ง
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_BUTTON,ลองอีกครั้ง
TID_FENCE_01,รั้ว
TID_FENCE_01_DESCRIPTION,ตกแต่งฟาร์มของคุณ
TID_FENCE_02,กำแพงหิน
TID_FENCE_02_DESCRIPTION,ตกแต่งฟาร์มของคุณ
TID_FENCE_03,ทางเดินหิน
TID_FENCE_03_DESCRIPTION,ตกแต่งฟาร์มของคุณ
TID_FLOWERPOT_1,ดอกรักเร่
TID_FLOWERPOT_1_DESCRIPTION,ดึงดูดผีเสื้อ
TID_FLOWERBED_1,ดอกเดซี่
TID_FLOWERBED_1_DESCRIPTION,ดึงดูดผีเสื้อ
TID_FLOWERBED_2,ดอกลูพิน
TID_FLOWERBED_2_DESCRIPTION,ดึงดูดผีเสื้อ
TID_BARREL_1,ถังเบียร์
TID_BARREL_1_DESCRIPTION,ตกแต่งฟาร์มของคุณ
TID_BARREL_2,ถังไม้
TID_BARREL_2_DESCRIPTION,ตกแต่งฟาร์มของคุณ
TID_BIRDHOUSE_1,บ้านนก
TID_BIRDHOUSE_1_DESCRIPTION,ดึงดูดนก
TID_GAZEBO_1,ศาลาพักผ่อน
TID_GAZEBO_1_DESCRIPTION,ตกแต่งฟาร์มของคุณ
TID_LANTERN,ตะเกียง
TID_LANTERN_DESCRIPTION,ตกแต่งฟาร์มของคุณ
TID_HAYCART,รถเข็นฟาง
TID_HAYCART_DESCRIPTION,ตกแต่งฟาร์มของคุณ
TID_HAYBALE_1,มัดฟาง
TID_HAYBALE_1_DESCRIPTION,ตกแต่งฟาร์มของคุณ
TID_WHEELBARROW,รถเข็น
TID_WHEELBARROW_DESCRIPTION,ดึงดูดผีเสื้อ
TID_BIRDHOUSE_2,บ้านนกกระจิบ
TID_BIRDHOUSE_2_DESCRIPTION,ดึงดูดนก
TID_GAZEBO_2,ศาลาหย่อนใจ
TID_GAZEBO_2_DESCRIPTION,ตกแต่งฟาร์มของคุณ
TID_HAYBALE_2,ฟางสดใหม่
TID_HAYBALE_2_DESCRIPTION,ตกแต่งฟาร์มของคุณ
TID_PEOPLE_ORDER_GREETING1,หวัดดี! มีของพวกนี้เหลือบ้างไหม?
TID_PEOPLE_ORDER_GREETING2,สวัสดี! มีของนี้ในคลังไหม?
TID_PEOPLE_ORDER_GREETING3,สวัสดียามบ่ายค่ะ! จะมาซื้อของหน่อย
TID_PEOPLE_ORDER_GREETING4,ขายของนี่ให้ได้หรือเปล่าคะ?
TID_PEOPLE_ORDER_GREETING5,ว่าไง! มีของขายไหม?
TID_PEOPLE_ORDER_GREETING6,สวัสดี! มาทำธุรกิจกันเถอะ
TID_PEOPLE_ORDER_GREETING7,ขายของนี่ให้หน่อยได้หรือเปล่า?
TID_PEOPLE_ORDER_GREETING8,อากาศดีนะ! วันนี้ขายของไหมคะ?
TID_PEOPLE_ORDER_GREETING9,หวัดดีค่ะ! แม่ส่งหนูมาซื้อของ
TID_PEOPLE_ORDER_GREETING10,หวัดดีค่ะ! หนูมาซื้อของให้ยาย
TID_PEOPLE_ORDER_REENGAGEMENT1,ฮุฮุฮุ กลับมาแล้ว นึกว่าขายฟาร์มไปแล้วซะอีก
TID_PEOPLE_ORDER_REENGAGEMENT2,ตั้งใจฟังดีๆ นะ... ฉันอยากจะซื้อของ
TID_PEOPLE_ORDER_REENGAGEMENT3,ฉันกำลังสงสัยอยู่เลยว่าคุณหายไปไหน สงสัย... แต่ไม่แสดงออก...
TID_PEOPLE_ORDER_REENGAGEMENT4,ให้ฉันฟรีได้ไหม? อ่ะๆ จ่ายก็จ่าย งกจัง
TID_PEOPLE_ORDER_REENGAGEMENT5,อ้าว สวัสดีอีกครั้ง เธอมีของที่ฉันต้องการไหม?
TID_PEOPLE_ORDER_REENGAGEMENT6,มีผ้าแฟลนเนลที่ฉันพอจะใส่ได้ไหมนะ? ถ้าไม่มี ก็เอาของที่เธอมีก็ได้
TID_PEOPLE_ORDER_REENGAGEMENT7,โดนัทยังมีรู เห็นยูกลับมาก็ดีใจ!
TID_PEOPLE_ORDER_REENGAGEMENT8,ยินดีต้อนรับกลับมาจ้ะ ที่รัก! มีอะไรแนะนำบ้างไหมวันนี้?
